Students	1096
305	34 36 65
306	44
307	113 92 189 108 161 112
308	87 79 80 157 162
309	132 190 121
310	191 24 60
311	52 123 80 22
312	15 16
313	103 157 150
314	37
315	41 29 63 120
316	64
317	80 106
318	28 43 5 159 133
319	1 93 120
320	110 44 188 26
321	41 53 192
322	62 33
323	170 34 146
324	30 6 39
325	3 20 21 192
326	180 10 11
327	15 16 109
328	5 78 47 33
329	101 6 24 60
330	65 85 47
331	44 172
332	99 43
333	80
334	160 79 65 75
335	193 194 25 59
336	40 15 16 111
337	40 41 29
338	122
339	113 161 1
340	19 2 75
341	138 82
342	144 147 54
343	37 15 16 187
344	167 127
345	113 144 147 195
346	40 37 175
347	134 150 82
348	110 58 120
349	71 45 115
350	179 145
351	69 82 7 112
352	46
353	153 196 155 63
354	1 128 106 159
355	144 147 8
356	71
357	167 41 54 192
358	1 174
359	155 157 9
360	135 150 75
361	122 192
362	99 36 154 140
363	86 18
364	88 3 192 195
365	28 66 126
366	79 36 65 106
367	41 144 147 106
368	30 36 65 192
369	48 117 148 178
370	163 60
371	197 18
372	40 175
373	68 198 171
374	40 128 171 82
375	99 36 10 11
376	144 147 12
377	31 124 78 82
378	68 41 42 126
379	41 144 147
380	40 48 65
381	186
382	101 69 22 23
383	199 22 23 138
384	75
385	36 65
386	40 70 10 61
387	40 74 42
388	193 137
389	144 147
390	41 54 163 106
391	79 150 195 112
392	144 147 150 195
393	41 42 8 39
394	144 147
395	99 11 163
396	1 78 192
397	113 92 79 65 150
398	128 104 115 133
399	35 106
400	15 135 54 140
401	110 144 147 54
402	55 56 6 163
403	40 200 15 41 54
404	118
405	5 2 195
406	31 124
407	6 26
408	46 130 61
409	134 34 79
410	124 171 2 82
411	28 178 2 140
412	179 78 192 82
413	3 20 21
414	144 147 54
415	144 201 107 54
416	1 202 88 90
417	167 31 171 39
418	28 197 86
419	126 85
420	30 131 120
421	1 185 199 143
422	37 45 119 120
423	34 107 157
424	11 138
425	40 15 2 115
426	30 163
427	153 196 155 63
428	102 103 107 150
429	68 65
430	75 63
431	40 203 2 183
432	5 11 94
433	8 10 154
434	167 74 29 2
435	40 128 122 54
436	31 66 175 60
437	105 45 88 90
438	107 204
439	37 101 2
440	144 147 98 115
441	51 188 157
442	124 122 19
443	167 197 196 106
444	102 59 157
445	157 10 11 88
446	1 191 6 60
447	22 23
448	40 74 73 115
449	41 28 29 181
450	128 44
451	102 89 154
452	102 124 128 115
453	128 171
454	40 15 1 98
455	36 65 22 23
456	182 59 8 75
457	167 15 26 112
458	137 2 85
459	11 61
460	15 41 141
461	75
462	153 29 102 98
463	52 70 123 36
464	172
465	41 42 124 76 54
466	137 11 61 163
467	117 148 59
468	48 15 42
469	124 128 192
470	74 205 39 186
471	74 75 120
472	179 145 128 13
473	156 197 70 98
474	45 141 9 119
475	128 106 82
476	97 108 70 128 171
477	36 54 120
478	40 137 134 99
479	28 156 95 135 25
480	123 86
481	103
482	1 206 207 88
483	134 34 81 195
484	198 76 126
485	85
486	76 79 36 10
487	70 181
488	137 19 26 8 75
489	110 27 203 63
490	197 70
491	102 75 63
492	66 150 75 208
493	93 163 106
494	41 144 147
495	54 93 163 63
496	45 103 72 208 132
497	30 79
498	53 54
499	79
500	30 94 120
501	193 34
502	144 147 141
503	75
504	68 122 11 61
505	99 93 163 63
506	1 102 128 182 69
507	6 166 24
508	90 4
509	167 153 29 19
510	105 153 29 197
511	102 99 11 154
512	27 42 195
513	199 9 143
514	72 5 75 158
515	193 36 65 22 23
516	141 46 85 33
517	136 185 107
518	197 70 30 99
519	30 99 36 140
520	137
521	70 128 104 75
522	102 12 194 69
523	2 88 82
524	145 122
525	75 192
526	99 182 88 181
527	203 107 142
528	29 107
529	110 153 29 197
530	5 195
531	150 46 131 120
532	50 45 101 65
533	31 129 106
534	172
535	40 200 15
536	179 61
537	48 15
538	196 98 13 157
539	103 136 39
540	103 209 22
541	144 147 107 120
542	28 196 30 182
543	167 102 157 181
544	153 29 197 2
545	29 210
546	128 5
547	40 74 193 126
548	83 136 59 211
549	59 69 212
550	167 48 26 63
551	74 30 8 150
552	102 36 65 204
553	195
554	105 76 10
555	147 64
556	79 81 65
557	15 16 41 17
558	27 74
559	170 8
560	170 102 45 13
561	167 153 29 30
562	193 196 12 116
563	122 44 181 3
564	74 213 174 59
565	167 50 211 26
566	128 182 88
567	196 124 194 116
568	186
569	30 6 2 63
570	92 72 134 8 192
571	167 200 102 115
572	150 195
573	98 65
574	37 170 66 133
575	70 30
576	95 69 131
577	2
578	70 102
579	30 150
580	40 75 138
581	153 29 106
582	102 2 140
583	75 63 138 82
584	167 107 75 186
585	2 8 150 63
586	30 191 6 63
587	102 30 199
588	214 8 39 165
589	153 141
590	197 187 52 70
591	103 12 2
592	26 106
593	102 107 207 157 204
594	28 8 150 195
595	173 1 136 26
596	128 26 111
597	153 29 36 140
598	167 75 111
599	102 134 107 142
600	29 102 61 163
601	40 37 153 102
602	8 150 75 106
603	29 107
604	214 107 210 195
605	167 117 101 186
606	170 196 30 98
607	8 75 63
608	19 184 75 115
609	148 156 129
610	153 29 102 107
611	28 193 102 19
612	41 29 30 162
613	105 193 2 63
614	128 13 199 120
615	153 136 157 8
616	59 2 208 132
617	105 63
618	153 29 88 120
619	153 103 205 165
620	1 102 19
621	31 153 29 197
622	107 210
623	40 153 144 107 54
624	29 107
625	173 164 106
626	1 118 174 88
627	124
628	31 128 107 63
629	167 40 75
630	30 205 82
631	29 70 183 63
632	153 29 102 63
633	177 102 124 186
634	126 116 114 2 10
635	128 135 38 26
636	68 102 13 208
637	102 208 132
638	145 208 158 181
639	102 174 107 65 205
640	124 128 26
641	29 155
642	124
643	153 202 26 181
644	102 12 6 2
645	105 75
646	167 45 26
647	128 13 8 205
648	128 13 19 88
649	167 193 102 54
650	102 138
651	75 208 132
652	103 208 158 195
653	13 215 104 2
654	188 19
655	29 102 75 163
656	185 107 75 131
657	153 88 131
658	102 188 88 63
659	216 122 19 75
660	102 104 194 185
661	167 193 102 107
662	153 98 75
663	213 196 104 135 155
664	29 11 93
665	204 22 63
666	197 134 69 75
667	76 13 32
668	40 215 168 2
669	19 39 46 33
670	198 75 63
671	156 197 70 186
672	74 102 26 75
673	173 182 75 10
674	40 102 104 75
675	153 102 88
676	103 136 25 107 79
677	153 193 98 181
678	196 124 194 116
679	153 102 30 12
680	196 2 63
681	74 193 54
682	1 102 185 186
683	102 182 111 115
684	40 1 8
685	204
686	167 177 59 209
687	196 30 8 63
688	117 102 38 2 26
689	102 103 75 208
690	70 99 185 63
691	179 102 98 2
692	30 107
693	102 72 129 19 8
694	12 135 188 89
695	170 196 217 138
696	83 213 196 182
697	193 196 2 106
698	196 38 155
699	196 30 12 2
700	196 116 157 75
701	170 196 104
702	196 6 157 75
703	40 153
704	102 19 205
705	135 9 89 183
706	19 26 88 82
707	41 193 19 2
708	203 170 196 2
709	95 103 107 210
710	102 98 13 163
711	153 30 54 205
712	193 196 2 186
713	35 141 36 131
714	13 26
715	128 180 10
716	102 174 175 75
717	196 136 195
718	197 102 134
719	196 186 115
720	167 1 197 30
721	156 197 70 19 2
722	197 102 182 82
723	201 25 2 150
724	28 74 213 168
725	9 75 10
726	196 136 2 8
727	218 150 82
728	170 196 155
729	167 153 128 5
730	29 107 210
731	102 12 154
732	139 2 54
733	196 182 13 194
734	156 157 120
735	128 157 199 120
736	102 98 107
737	61 163 63
738	196 101 205 88
739	153 29 59 106
740	181 63
741	99 10
742	102 72 98 2
743	156 95 175 129
744	13
745	30 134 157 150
746	153 29
747	107 79 46 85
748	1 104
749	153 29 102 63
750	102 30 75
751	79 82
752	196 136 2 75
753	185 218 165 88
754	153 29 107
755	219 132
756	70 196 101 155
757	105 196 194 131
758	29 86
759	124 205 75 192
760	102 13 9 39
761	128
762	103 2 85
763	136 101 185
764	197 19 26 195
765	196 217 155 162
766	1
767	30 175 2 150
768	153 30 107 192
769	75 181 3 82
770	167 196 26
771	167 203 107 63
772	6 38 142 39
773	103 39 75 82
774	167 31 26
775	153 2 93 163
776	124 201 39 75
777	167 1 12
778	1 201 107
779	49 105 26
780	167 196 116 88
781	1
782	153 196 2 88
783	102 128 13
784	13 88 192 82
785	196 45 136 38
786	30 150 106
787	196 136 107 204
788	40 29 19
789	117 1 103 183
790	196 30 12 205
791	153 29 141 150
792	167 196 63
793	110 61 163 106
794	153 196 2
795	1 193 103 2
796	13 63
797	182 163 181 133
798	196 12 2
799	102 46 75 89 111
800	27 193 206 2
801	48 153 168
802	102 205 90 192
803	196 136 165
804	167 203 196 38
805	124 75 181
806	144 147 102 54
807	95 196 220 2
808	83 196 124 182
809	197 134 2 183
810	167 1 196 82
811	160 102 13 8 186
812	167 203 196 2
813	196 30 98 155
814	196 182 8 75
815	153 103 107
816	102 66 126
817	153 102 98
818	153 193 102 63
819	193 196 2 131
820	182 107 8
821	196 145 182 2 210
822	197 187
823	193 102 75 63
824	49 50 91 26
825	10 82
826	156 70 116 75
827	142 75 111
828	153 28 102 155
829	102 98 150 75
830	49 2 54 131
831	13 116 150
832	29 129 59
833	213 196 136 194 2
834	8 106
835	102 30 107 140
836	106
837	102 104 75
838	196 124 26 63
839	156 2 75 183
840	41 214 182 169
841	102 145 98 181
842	213 196 98 155
843	156 70 102 60
844	128 44 171 63
845	182 13 93 77
846	1 196 194
847	99
848	83 196 157 75
849	196 157 186
850	196 30 13 101
851	134 79 36 150
852	213 196 217 194 2
853	167 196 75 186
854	196 13 2 88
855	153 196 2 106
856	196 30 101 63
857	196 220 185 192
858	40 41 42 45
859	19 88 154
860	153 196 155 106
861	70 196 220 107
862	193 196 155
863	167 153 196 63
864	196 30 2
865	153 193 196 88
866	167 196 63
867	196 12 75 82
868	196 184 2 75
869	196 118 157
870	203 196 2 63
871	83 196 75
872	196 194 26 63
873	97 196 182 155
874	196 30 88 106
875	160 196 136 150
876	170 196 150 138
877	196 217 155
878	167 196 30 205
879	167 196 157 131
880	196 30 75 89
881	167 95 196
882	196 12 155
883	196 157 75 63
884	83 196 118 19
885	196 180 2 165
886	196 2 157 63
887	196 136 59 2
888	193 196 30 182
889	153 197 196 106
890	83 196 136 205
891	213 196 118 98
892	196 155 157
893	196 38 155 210
894	196 194
895	167 196 2 106
896	167 196 2 106
897	196 201 2
898	196 116 205 75
899	196 2 205 106
900	193 196 188 157
901	83 196 75 63
902	196 182 131
903	68 153 196
904	160 196 136 2
905	221 92 196 106
906	193 196 116 2
907	197 196 104
908	196 182 155
909	196 98 107 210
910	196 13 8 186
911	153 196 101 2
912	203 196 220 2
913	196 45
914	167 196 26 63
915	196 188 116 2
916	193 196 104 2
917	196 104 107 210
918	83 197 196 131
919	193 197 196
920	213 196 184 155
921	1 196 124 63
922	83 196 75 106
923	167 196 136
924	74 170 196 63
925	170 196 2
926	1 196 59 186
927	196 124 155 106
928	153 196 136 2
929	193 196 136 82
930	196 155 205 63
931	1 196 220 157
932	193 196 157 186
933	167 196 155 63
934	213 196 2
935	196 30 136 115
936	167 83 196 211
937	196 30 136 2
938	193 197 196 104
939	83 196 184 2
940	196 98 13 194
941	196 145 91 116
942	153 196 138
943	170 196 30 155
944	196 194 155 63
945	203 196 101
946	196 25 210
947	170 196 157 75
948	203 196 155
949	193 196 12 2
950	153 196 182 2
951	193 197 196 63
952	193 196 182 2
953	170 196 2 8
954	153 196 182 88
955	170 196 2 186
956	167 196 8 165
957	196 30
958	196 88 63
959	196 26 75 63
960	196 101 69 205
961	196 136
962	167 193 196 2
963	196 30 2 63
964	196 30 116 157
965	213 196 155 63
966	193 196 116 115
967	196 182 13
968	196 88
969	28 213 196 155 157
970	83 196 165
971	170 196 98 2
972	196 136 155 210
973	193 196 131
974	196 194 2 106
975	193 196 155
976	196 2 210 63
977	196 30 155 192
978	196 12 75
979	153 196 220 2
980	167 170 196 26
981	196 45 155
982	196 124 182 2
983	167 196 145 157
984	167 1 196 106
985	196 12 194 155
986	193 197 196 182
987	83 196 30 67
988	173 196 182 75
989	167 153 196 75
990	193 196 2 88
991	197 196 182 191
992	153 196 5 63
993	167 196 222 66
994	196 30 205 63
995	203 196 182 2
996	196 136 2 88
997	196 182 2 138
998	1 170 196 30
999	102 76 26 162
1000	196 30 138
1001	95 196 222 107 210
1002	193 196 182 2
1003	196 136 155 8
1004	30 78 152 63
1005	49 196
1006	41 28 54 195
1007	193 196 104 155
1008	196 194 63
1009	153 170 196 82
1010	196 222 98 205
1011	196 188 67 88
1012	97 196 76 106
1013	213 196 116 155
1014	196 2 205 131
1015	113 196 2
1016	196 155 205 131
1017	196 217 188 181
1018	196 157
1019	197 196 2 89
1020	153 156 196 106
1021	92 196 98 2 75
1022	29 196 45 155
1023	153 196 2 63
1024	196 30 8 106
1025	196 101 82
1026	196 116 155 82
1027	105 153 196 155
1028	55 56 196 136 107
1029	196 106
1030	196 26 88 186
1031	95 196
1032	196 30 98 155
1033	83 196 184
1034	196 124 75 106
1035	167 196 30 155
1036	153 196
1037	196 155 63
1038	83 196 116 75
1039	30 136 2 61
1040	196 30 69 75
1041	196 30 2 106
1042	196 222 13 205
1043	196 30 150 89
1044	196 30 136 107
1045	167 196 75 63
1046	83 153 196 2
1047	196 30 2 75
1048	167 196 2 131
1049	197 196 75 106
1050	203 196 2 106
1051	196 131
1052	196 136 8
1053	170 196 107 204
1054	95 196 182 2
1055	83 196 217
1056	197 196 30 82
1057	105 213 196 116
1058	196 30 222 106
1059	196 30 116
1060	196 222 155 210
1061	113 196 30 2
1062	203 196 2 106
1063	83 196 184 2
1064	196 178 88 106
1065	196 30 182 185
1066	196 222 98 205
1067	153 196 107 82
1068	197 196 2 106
1069	167 196 133
1070	1 196 2 106
1071	83 196 134 107
1072	196 30 222 182 205
1073	196 116 138
1074	193 196 104 155
1075	105 196 12 186
1076	1 196 136 6
1077	173 196 98 165
1078	196 54
1079	196 30 106
1080	196 201 84
1081	2
1082	196 222 188 2
1083	153 193 196 2
1084	38 9 11 163
1085	1 196 116 8
1086	55 196 116
1087	220
1088	196 30 150
1089	197 196 116 2
1090	203 196 2 106
1091	196 30 8
1092	167 203 197 196
1093	155
1094	116 10 154
1095	196 182 2 75
1096	122 26 75
