Students	1104
293	29 1 177 166
294	31 49 14 194
295	31 195 132 54
296	95 10 77
297	185 164 8 80
298	141 110 152 97
299	172 196 77 35
300	68 70
301	197 7
302	6 41 47
303	83 41
304	131 97 196 198 125
305	109 131 121 97
306	199
307	6 102
308	118 119
309	200 139 75
310	18 52 133
311	47 16 17
312	201 202 60 178
313	29 109 55
314	66 65
315	77 47 35 80
316	203 156
317	31 3 120 181
318	80 123
319	32 39 40 80
320	204 160 56
321	178 15 43
322	14 205 182 54
323	23
324	48 3 4
325	85 77 78 105
326	153 31 147 150
327	103 6 156 154
328	56 178 206
329	61 63 9
330	141 51 57
331	131 51 169 57
332	207 147
333	120 101
334	177 32 134 135 17
335	14 7 40 100
336	19
337	36 5 62
338	26 112 1
339	81 88 19 97
340	170 208
341	49 124 150
342	47 35
343	112 1
344	88 84 17 150
345	15 35
346	37 62 102
347	89 78
348	18
349	34 94 108 133
350	174 126 123
351	56 133
352	49 101 131
353	25
354	81 150 82
355	166 186 68 97
356	209 81 140 210
357	32 73 150
358	160 141 60 87
359	153 31 64
360	211
361	48 3 166 122
362	209 212 7 106
363	32 195 39
364	49 36 102
365	132 104 100
366	143 77 42
367	49 36 213 150
368	153 115 31 214
369	183 178 110 133
370	37 22 145 40
371	7 61 215 102
372	48 178 71
373	177 178 216
374	31 181 33 65
375	95 178 73
376	178
377	7 61 13
378	20 2
379	217 6 212 189
380	29 153 85 100
381	178 140 113 123
382	29 73 138
383	217 113
384	153 71 99 133
385	39 40 102
386	173 143 82
387	121 16 134 135
388	161 36 90
389	64 49 218 37
390	20 22 145 192
391	48 69 70
392	2 163 113 96
393	32 97 208
394	147 219 124
395	159
396	113 10 154
397	129 31 20 56 57
398	118 142 68 7
399	102 94 54 65
400	48 62 87
401	153 31 160 20
402	56 219 187 148
403	3 61 39 40
404	217 6 73
405	32 178 87
406	220 68 22
407	145
408	158 10 42 105
409	29 115 31
410	32 167 221
411	48 118 142 7
412	222 166 186 97
413	186 164 165 68
414	118 142 168
415	181 62 94 184
416	56 178 148 133
417	95 140 94
418	29
419	161 178 123
420	178 62 43
421	29 115 31 4
422	48 188 172 79
423	217 103 8
424	3 5 33 138
425	31 97
426	118 142 168
427	113 50 73
428	129 212 65
429	29 115 151 112
430	168 87 82
431	68 214 121 181
432	95 178 104 114 157
433	223 117 176
434	181 27 102 75
435	189
436	168 71 154
437	176 24 181
438	3 85 39 100
439	36 131 51 5
440	153 77 78
441	64 101 62 94
442	33 16 134 135
443	153 8 80 133
444	39 40 91
445	24 94 78
446	58 97 43
447	56 79 94
448	32 113 105
449	29 49 120 36
450	103 62
451	73 33 16 52
452	3 101 68 39
453	61 40
454	60 178 67 123
455	36 118 156
456	95 178
457	83 212 116 15
458	86 4 168 39
459	7 8 80
460	29 115 14 100
461	6 33
462	64 180 69 70
463	172 113 5
464	153 32 60 178
465	26 120 4 150
466	175 95
467	3 56 144
468	3 140 62 94
469	29 4 113 124
470	56 7 124
471	60 83 113 10
472	212 156
473	222 121
474	29 85 4 5
475	205 67 106 124
476	32 60 140 97
477	151 140 192
478	24 121
479	224 56 187 133
480	26 151 112 158 22
481	11
482	83 7 94 150
483	3 4 202
484	29 32 74
485	10 75
486	34 102 150 133
487	42 44
488	178 73 94
489	89 94
490	37 72 124 94
491	32 113 225 156
492	36 186 139
493	218 205 67 113
494	218 205 212 113
495	31 4 65
496	49 36 202 7
497	214 121 181 93
498	66 51 124 65
499	87 42 54
500	83 6 105
501	60 10 187
502	48 115 110
503	113 143 77 105
504	183 32 18
505	107 89 97 148
506	117
507	49 14 7
508	112 220 180
509	48 29 118
510	29 62 94
511	176 113
512	29 85 118 57
513	71 212 126 154
514	110 71 133
515	95 212 25
516	173 58 89 82
517	64 142 7 5
518	29 118 39
519	118 142 7 5
520	180 15
521	53 205
522	205 182 113 33
523	143 154
524	14 205
525	3 60 182
526	48 115 177 49 68
527	173 7 150 136
528	183 70
529	8
530	48 151 147
531	153 115 31 175
532	160 107 159 121
533	183 178 110 147
534	188 172 6 40
535	49 101
536	217 172 39 40
537	60 180 113
538	68 106 184
539	83 6
540	62
541	48 62
542	97 47 35 52
543	48 201 129 83
544	83 6 40
545	81 136
546	120 4 93 25
547	73 216 78
548	177 85 14 100
549	120 60 67
550	103 97 10 42
551	217 83 39 40
552	81 58 189 87
553	226 81 58 23
554	70
555	48 140 171 133
556	168 60 212
557	220 20
558	172 6 154
559	60 189 143
560	32 102 33 150 52
561	56 185 94
562	85 7 102 42
563	60 172 80
564	83 172 113 94
565	130 32 34 97 227
566	60 95 10
567	183 95 102 33
568	40
569	24 121 10
570	32 10 42 80
571	218 205 113 57
572	32 168 113 33
573	205 128 228 113
574	217 181 105
575	117 67 215 40
576	4
577	60 72 113 79
578	204 120 189 16
579	121 106 75
580	131 10
581	110 62 94 184
582	24 97 133
583	153 64 103 6
584	103 6 68
585	117 67
586	113 102
587	60 212
588	176 229 62
589	118 142 97
590	183 178 106
591	148
592	32 140 50
593	56 67
594	168 182 189
595	83 6 40
596	175 152 206 57
597	7 230 102 150
598	32 163 150
599	172 229 213
600	58 37 182 163
601	49 120 36 54
602	217 103 124
603	161 106 225 154
604	18 147
605	60 182 143 105
606	37 7 230 96
607	48 31 66 185
608	29 4 60 5
609	153 31 209 180
610	4 229 5
611	195
612	3 14 93
613	97 10 8 105
614	217 83 189
615	217 172 113
616	31 97 80 231
617	79 77 47 124
618	160 3 215
619	102 150 96
620	173 140 97 232
621	140 50
622	67 72 203
623	168 83 93
624	48 209 60 145 94
625	209 32 10
626	162
627	4 39 5
628	197
629	60
630	32 205 212
631	14 24 102
632	205 229 62 104
633	153 115 97
634	60 212 113 57
635	83 7 143 79
636	48 60 212
637	188 194 52
638	60 113 156
639	7 187
640	3 172 7 73
641	205 229 57
642	48 204 3 205
643	32 132
644	60 212 147
645	143 102 105
646	48 206 149 210
647	107 106 124 96
648	60 95
649	3 113 10 150
650	153 14 45 104
651	48 56 229
652	3 60 187
653	233 79 62 78
654	60 10 211 105
655	209 205 220
656	14 60 94 54
657	99
658	60 185 113
659	102
660	107 7 230 33
661	152 106
662	183 72 57 133
663	48 210
664	205 229
665	60 95 102
666	141
667	3 8 54
668	95 133
669	67 147 24
670	209 205 158 180
671	48 205 124 187
672	29 60 124 57
673	60 219 62 127
674	3 205 5 167
675	112 60 220 22 229
676	161 60 178
677	48 106 187
678	29 60 62
679	3 60 73
680	202 158 113
681	120 14 60 37 15
682	106 133
683	3 120 4 158
684	48 212 54 154
685	141 60 73
686	102 94
687	120 7
688	48 26 67 210
689	29 204 3 212
690	205 229 187
691	206 97 74 124
692	32 126 113 25
693	29 217 83 87
694	177 178 148 44
695	56 107 7 5
696	190 40
697	217 182 180 10
698	4 37 7 5
699	48
700	60
701	118 68
702	3 205 67 121
703	29 113
704	53 60 107 215
705	79 11
706	20 7 230 211
707	97 10 234
708	3 4 56 212
709	29 3 4 87
710	7 230 54
711	60 24 121
712	48 153 182 124
713	3 4 7 25
714	3 4 60
715	60 140 7 124
716	199 140 113 133
717	235 205 229 106
718	48 201 32 202
719	120 163 124 187
720	60 124 33 87
721	60 217 180 156
722	142 60 182 7
723	224 205 113 57
724	217 83 182 7
725	177 193
726	211
727	29 60
728	60 110 7
729	180 166
730	142 60 7 5
731	48 85 4 180
732	24 79
733	83 172 7
734	205 5 33 187
735	3 4 7 57
736	29 4 60 194
737	206 166 39 210
738	207 81 124
739	29 60 106
740	40 230 225
741	168 60 7 230
742	205 37 158
743	56 143
744	130 60 94
745	48 60 102 211
746	60
747	29 3 7 57
748	14 60 79
749	48 205 182 132
750	173
751	115 120 107 113
752	4 7 122 25
753	37 7
754	183 162
755	14
756	48 118 7 150
757	85 95 105
758	182 10
759	120 4 73 124
760	32 236 185 140
761	60 140 97 105
762	183 173 180 102
763	224 3 205 57
764	32 25 150
765	32 73
766	60 217 158
767	60 172
768	151 22 5 143
769	3 4 212 7
770	153 100
771	4 60 233 7
772	48 235 205 229 57
773	153 7 5
774	48 205 56 150
775	205 233 124
776	218 205 194 106
777	180 7 150
778	168 81 237 233
779	112 20 113 150
780	205 158 89
781	3 205 37 57
782	153 60 113 54
783	3 120 14 150
784	209 60 220 180
785	50 73 187
786	107 143 25
787	217 103 124 102
788	205 113 124 187
789	29 202 205 57
790	60 104
791	48 205 57
792	189 143 196 187
793	48 209 205 228
794	48 7 156 52
795	205 229 74 150
796	3 4 7
797	4 171 7 122
798	97 62
799	60 143 102
800	60 140 196
801	3 4 60 150
802	205 158 24 11
803	130 166 169 33
804	224 205 158
805	168 207 225
806	151 3 56 228
807	3 121 87
808	3 205 229 57
809	32 212 96
810	95 195 97 133
811	153 112 220 212 180
812	113
813	168 83 106 62
814	29 120 22 194
815	3 4 7 150
816	205 24 106
817	48 3 60 124
818	37 143
819	205 20 228 124
820	172 6 152 90
821	60 140 124 94
822	182 113
823	117 213 150 157
824	205 157
825	175
826	235 205 132 7
827	205 229 57
828	60 212 79
829	115 15 35
830	238 189 59
831	48 176 60 59
832	32 60 216 87
833	189 150 157
834	217 172 7 227
835	140 143
836	218 205 113 150
837	3 205 67 229
838	60 132 232
839	121 187
840	60 22 145 62
841	113 116 78
842	3 4 68 7
843	205 113 57
844	212 180 89 148
845	3 85 60 5
846	32 50 102 150
847	205 113 122
848	14 95 124
849	153 32 113
850	48 153 113 150
851	131 232 10 156
852	209 212 180
853	141 44 133
854	3 14 103
855	118 6 5
856	32 103 113 78
857	233 214
858	205 113 216 57
859	150
860	205 185 239 143
861	205 159 228 124
862	14 205 67 216
863	121 106
864	205 180 234 240
865	202 205 182 143
866	205 228 113 196
867	4 113 5
868	183 205 67 97
869	209 205 206 180
870	168 205 113 124
871	218 205 158 106
872	188 205 143 124
873	209 205 68
874	168 205 113 57
875	14 205 113 150
876	205 37 145 229
877	4 205 229 106
878	188 205 214
879	205 56 158 229
880	205 229 57
881	175 205 239
882	205 212 229 143
883	48 205 158 229
884	205 113 216 57
885	48 205 234 156
886	205 37 228 106 196
887	205 37 113 57
888	48 3 205 132
889	205 24 132 97
890	14 205 150
891	14 205 45 25
892	205 132 124
893	209 205 220 144
894	205 67 121 106
895	14 205 212 113
896	205 67 89 124
897	48 205 158 106
898	3 205 229 57
899	205 67 113
900	48 205 20 158
901	48 224 3 205
902	209 205 45 106
903	175 205 94 42
904	168 205 212 124
905	205 228 229 44
906	205 113 122 57
907	235 205 158 229
908	48 235 205 229
909	205 158 24 113
910	205 113 124 57
911	205 45 214
912	205 24 132
913	218 205 57
914	14 205 24
915	3 205 187
916	205 182 124 54
917	205 113 124 150
918	48 3 205 107
919	205 132 7 122
920	205 132 7 54
921	205 158 113 124
922	14 205 158 54
923	205 37 212 113
924	48 205 113
925	168 205 37 182
926	205 158 113 106
927	205 239 62
928	161 32 205 37 89
929	205 67 113
930	205
931	14 205 113 57
932	48 32 44
933	205 67 121 229
934	205 185 132 143
935	48 209 205 57
936	205 158 180
937	209 3 205 144
938	205 220 37 45
939	205 37 62 57
940	209 205 158 113
941	224 205
942	205 67 229 62
943	205 74 44
944	205 45 113 122
945	3 205 113 106
946	48 205 144 229
947	3 205 212
948	205 132 229 211
949	205 180 143 57
950	48 205 158 106
951	168 205 182 24 124
952	29 209 205 158
953	205 229 122 150
954	72 187
955	67 24
956	3 205 113 25
957	3 205 113 150
958	141 205 113 150
959	205 212 106 122
960	205 37 158
961	205 37 113 150
962	175 205 20 212
963	218 205 158 113
964	3 205 67 229
965	14 205 57
966	14 205 30
967	205 158 113
968	14 205 80
969	201 3 205 113
970	205 5 57
971	4 205 229
972	14 168 205 113
973	14 205 113
974	3 205 67 113
975	81 37 150 82
976	48 14 205 107
977	168 205 57
978	235 205 22 145
979	14 79 25
980	205 121 113 187
981	168 205 113
982	24 121 75 108
983	3 205 121 229
984	205 158 124 96
985	205 22 145 124
986	205 89 143 8
987	14 205 113 57
988	3 205 113 150
989	205 239 113 25
990	32 205 113 106
991	235 205 68 113
992	32 205 225 33
993	205 212 74
994	205
995	129 205 37 67
996	14 205 113 211
997	205 37 212 113
998	205 37 113 150
999	48 205 20 145
1000	4 205 45 113
1001	205 113 122 57
1002	32 205 113 150
1003	3 205 24 187
1004	209 183 205 132
1005	48 14 205 228
1006	205 113 216 124
1007	205 229 124 25
1008	238 205 124
1009	205 121 113 57
1010	205 37 7
1011	48 218 238 205
1012	205 241 124
1013	205 37 140 113
1014	14 57
1015	218 205 132 113
1016	204 235 205 7 234
1017	14 238 205 93
1018	235 205 228 113
1019	235 205 107 229
1020	3 205 229 25
1021	205 37 7 5
1022	224 175 205 57
1023	48 205 132 106
1024	48 205 113 57
1025	205
1026	235 205 7 5
1027	205 113
1028	205 147 132 124
1029	3 205 158 113
1030	3 205 113
1031	48 205
1032	234
1033	24
1034	3 205 182 121
1035	205 212 147
1036	205 132 97 154
1037	14 205 113 57
1038	168 238 205 113
1039	173 205 158 113
1040	3 205 229 57
1041	158 163 124 148
1042	175 205 132 124
1043	3 205 57
1044	168 175 205
1045	205 216
1046	48 14 205 140
1047	205 20 67 54
1048	205 74
1049	218 205 72 132
1050	3 205 37 107
1051	3 205 37 57
1052	111 188 205 158
1053	205 113
1054	205 89 124 211
1055	48 205 97 211
1056	177 205 194 124
1057	48 205 228 74
1058	205 113 124
1059	205 67 132 154
1060	14 205 194 113
1061	14 175 205 113
1062	205 113 106 150
1063	205 106 169
1064	205 37
1065	14 205 37 113
1066	218 205 158
1067	205 158 106
1068	205 214 124 211
1069	144 113 106 73 74
1070	235 205 113 187
1071	205 158 113 143
1072	235 205 229 106 57
1073	209 205 143 124
1074	168 113 57
1075	48 188 158
1076	205 93 194
1077	60 25 30
1078	205 113 124 57
1079	205 182 229 143
1080	205 37 113 124
1081	205 158 180
1082	205 180 132 106
1083	218 205 67 113
1084	32 205 132 229
1085	205 220 197 106
1086	168 124 157
1087	205 106 216 57
1088	205 97 124 87
1089	205 97 25 57
1090	218 113 57
1091	205 97 216 234
1092	205 182 45 143
1093	238 205 229 122
1094	209 205 228 124
1095	3 205
1096	175 205 158
1097	205 216 234
1098	224 205 144 106
1099	205 124 187
1100	205 132 154
1101	3 179 205 113
1102	209 144 194 124
1103	235 205 229 57
1104	218 89 113 148
