Students	1124
158	68 44
159	42 33 22
160	120 134 80 121
161	182 183 74
162	67 68 44 152
163	24 29
164	151 23
165	24 97 184 48
166	139 53 87 79
167	112 10 121
168	49 41 24
169	185
170	24 79 29
171	15 18 112 9
172	164 1 2 186
173	187 188 143
174	121 189 190
175	9 143
176	68 55 191
177	50 56 192 176 58
178	9 135
179	164 33 11 22
180	70 85 21
181	19 134 37
182	193 84 194 188
183	10 125 48
184	195 21
185	90 24 196 29 197
186	198 199
187	163 152 200 125
188	121
189	46 24 62
190	64 72 125 201
191	73 31 22
192	12 111 2
193	87 157 23
194	112 10 168 146
195	202 2 3
196	203 132 168
197	18 204 143
198	22 114
199	23 63
200	126 133
201	75 2 177 23
202	75 66 1 2
203	24 78
204	13 205 206
205	163
206	207 132 168
207	11 22 35
208	161 33 22 35
209	65 111 7 208
210	43 24 92 209
211	128 33
212	46 24 48
213	34
214	113 77 196
215	39 134
216	74 143 123
217	12 9 148
218	191 6
219	33 11 35 143
220	118 205
221	59 210
222	59 46 86
223	122 90 211 212
224	151 153 79
225	33 11 87
226	164
227	134 213
228	127 178
229	173 43 49 46
230	193 49 86
231	36 154 158 149
232	214 48
233	122 16 113 130
234	16 76 206
235	24 26
236	14 188 26
237	115 89 24
238	30 21
239	149 205 157 23
240	151 141 79
241	15 150 74
242	19 182
243	67 179 55 141
244	67 46
245	103
246	9 43 16
247	215 62 33 11
248	151 46 10 125
249	24 135 4
250	216 32 93
251	119 75 111 209
252	12 112 24
253	217 65 89 46
254	15 51
255	66 1 2 132
256	20 21 184
257	5 33 11 218
258	127 113 77
259	2 3
260	122 177 132
261	19
262	166 44 167
263	115 96 23 79
264	64 219
265	82 77 2
266	136 30 21
267	24 143 29
268	166 220 221 167
269	126 133
270	41 24 4
271	33 35 137
272	50 85 24 21
273	222 223 214 224
274	92 21
275	170 86 203 132
276	225 133 50
277	215 44 167
278	77 96 97
279	226 68 227 11
280	122 44 62 159
281	76 2 52
282	65 119 213
283	145 210
284	85
285	108 228 48 110
286	86
287	92 21 149 94
288	150 78
289	126 142 58
290	141 78
291	229 102 14 30
292	115 12
293	11 22 35
294	9 230 170 117
295	49 24 187
296	50 85 24 176
297	164 216 33 22
298	122 41 24 29
299	115 22 35
300	170 41 20 21
301	164 1 2
302	115 141 23 52
303	115 18 141 23
304	18 127 164
305	164 216 22 35
306	231 133
307	90 16 87 48
308	1 2 63
309	15 150 196
310	86 205
311	127 22 35
312	194 133 152 4
313	163 87 143
314	193 70 133 232
315	151 174 77 23
316	104 86 41 123
317	233 84 126
318	161 206
319	115 216 50
320	87 103 4
321	88 132
322	24 79
323	122 51 234 57
324	1 57
325	216 32
326	96 178 111 137
327	43 170 86 177
328	198 33 199
329	116 55 200 75
330	104 143
331	172 122 90 27
332	67 51 222
333	179 27 48
334	1 2
335	198 5 199
336	122
337	51 96 136 3
338	132 168
339	134 10 125
340	194 2
341	50 23 79 176
342	91 86 29 235
343	128 32 219
344	72 27
345	15 112 34 83
346	198 5 22 35 199
347	127 216 33
348	51 141 153
349	15 178
350	64 236
351	44
352	174 77 237 57
353	49 24 209 26
354	148
355	149 17 2 3
356	151
357	32 202 33
358	30
359	164 227 33 35
360	194 133 21
361	216 1
362	86 41 205 176
363	55 111 2
364	6 238
365	122 16
366	43 215 166 167
367	239
368	104 1 2
369	32 87 4
370	216
371	9 13 57 143
372	62 66 2 3
373	207 215 166 167
374	141 23 79
375	43 193 151 69
376	75 240
377	145 87 184 241
378	7
379	215 166 11 167
380	91 242 212 186
381	210 107
382	157 153 177 235
383	172 179 89 46 87
384	210 135 219
385	33 11
386	243 141 79
387	49 10
388	171
389	33 35
390	33 35
391	123
392	191 94 177
393	119 149 192 27
394	210 159 184 25
395	200 75 162
396	231 87 141
397	122 108 49 46
398	13 157 153 177
399	102 170 41 119
400	89 86
401	231 153 23
402	66 52 197 3
403	127
404	172 179 202 25
405	67 87 157 153 23
406	10 141
407	48
408	244 141 153 7
409	96 55 27
410	226 41 54
411	40 33 149
412	224 132 4
413	12 121
414	191 87
415	23 79
416	170 86
417	172 31 196 241
418	62 93
419	145 91 29 146
420	222 219
421	46 212 38 241
422	15 12 56 17
423	193 170 48 26
424	118 121
425	172 245 231 223
426	13 16 36
427	86 42 210
428	45 55 181 236
429	215 166 66 197 167
430	74
431	129 56
432	85
433	164 121 149
434	173 42 214 96
435	67 170 33 35
436	171 100 74
437	127 178 209
438	215 166 227 33 167
439	223 49 246
440	172 122 108 182
441	166 44 62 167 4
442	13 179 121 177
443	49 86
444	198 5 120 199
445	179 31 149
446	159 87 141
447	122 90 74 23
448	141 88
449	238
450	200 75 209
451	227 33 11 35
452	105 16 45 74
453	87 141 153
454	108 42
455	18 195 51 111 117
456	67 92 66 153
457	164 219 96 40
458	172 122 215 167
459	84 126 93 76
460	164 33 11 35
461	151 246
462	11
463	92 30 11
464	67 120 144
465	172 215 167
466	179 120 135 123
467	49 209
468	127 216 135 33
469	115 67 222 152
470	33 27 35
471	122 16 40 177
472	160 11 37
473	86 236
474	47
475	194 238
476	127 31 96
477	24 29 137
478	67 170 23
479	190 143 138
480	33 74 27 35
481	121 69
482	67 171 107
483	7
484	18 67 222 55
485	67 62 33 11 141
486	145 215 166 191 167
487	122 51 108 141
488	166 220 191 167
489	172 223 208
490	67 141 157 177
491	202 153
492	43 86 29 235
493	13 222 72 27
494	87 203
495	51 159 192 165
496	118 127 164 31
497	151 187 93 75
498	215 166 33 167
499	108 40 74 27
500	187 33 11
501	170 86 214 148
502	53 121 87 141
503	67 108 212 40
504	196 247 227 33
505	18 159 186 38
506	97 93 137 209
507	51 222 118 221
508	15 12 40 117
509	122 170
510	147 38 241
511	248 139 140 65
512	93 75 23
513	40 101 178
514	28 249 142
515	45 1
516	149 93 27 209
517	223 151 250
518	69 81 209
519	18 119 106
520	12 112 72 208
521	60 179 40 227
522	151 33 11 74
523	166 33 101 6
524	43 3 63
525	122 39 108 251 177
526	36 131 87
527	89 36 96 121
528	147 148 38
529	223 121 130 208
530	15 126 194 188
531	179 40 27
532	3
533	149
534	173 117 37 38
535	179 182
536	18 219 87 141
537	185 33 74 35
538	177 27
539	53 87 153 181
540	91 170 121
541	216 77 83
542	23 123
543	198 5 227 199
544	45 121 236
545	39 16 94
546	245 118 107 33
547	67 53 40 221
548	243 197 3
549	72 141 177
550	62 224 132
551	231 217 216 213
552	204
553	172 67 55 141
554	222 243 55 114
555	193 107 121 58
556	231 125 78 201
557	215 166 62 74 167
558	139 140 222 151 40
559	108 62 205
560	159 177 79
561	40 101
562	86 50 74
563	12 112 40
564	15 12 9 178
565	118 170 24 93 29
566	214 30 187
567	127 164
568	53 205 87 27
569	215 33
570	145 193 179 252
571	148 8
572	108 250 130 201
573	200 69
574	46 55 253 110
575	173 210 93 137
576	180 179 106 205
577	16 132 27
578	193 46 86
579	147 171 62 241
580	126 232
581	36 178 93
582	118 76 246 27
583	51 179 185 191
584	84 40 27 232
585	172
586	93 188 209
587	170 206 48
588	91 246 157
589	40 130 221
590	254 198 252
591	171 40
592	170 36 40 130
593	222 179 40 27
594	119 75 253 110
595	223 243 250
596	223 255 94 205
597	223 91 212 121
598	223 91 212
599	223 36 107 121
600	223 89 36
601	222 223 106 40
602	223 187 250 141
603	65 223 106 250
604	223 91 160 214
605	256 223 40 221
606	108 223 187 40
607	108 129 223 40
608	222 223 250 221
609	256 223
610	119 106 121 76
611	118 119 76 221
612	207 226 223 187 121
613	107 206
614	170 107 237
615	108 40 130
616	122 51 108 257
617	151 107 141
618	160 148
619	46 10 121 157
620	108 179 258 110
621	169 243 148 121
622	65 31 76
623	91 89 46 27
624	15 151 40
625	15 245 53 36
626	222 179 258
627	147 257 201 241
628	115 170 119 142
629	245 233 171
630	179 40
631	115 40 27
632	151 40 159 87
633	15 18 169 179
634	115 40 27
635	257 255 93 205
636	119 107 62
637	67 177 27 181
638	172 257 55 255
639	172 15 105 75
640	141
641	169 223
642	67 141 157 249
643	122 222 148 121
644	191 107 101
645	49
646	180 31 40 54
647	108 36 40
648	243 7
649	259 214
650	61 126 65 244
651	151 36 119 40
652	41 96 252 141
653	170 149 184
654	151 185 40 149
655	62
656	67 108 40 27
657	59 49 46 62
658	179 86 87
659	170 86 107 121
660	196 255 27
661	172 147 211 38
662	118 119 257 148
663	202 221
664	147 193 170 36
665	193 86 242 185
666	40 75
667	170 205
668	257 40 101
669	122 40 56 208
670	18 12 160
671	122 210 62 149
672	179 202 107 57
673	169 224 52 27
674	41 36 121
675	84 244
676	172 169 126 65 31
677	97 55 40
678	202 214 148 241
679	145 193 202 97
680	243 204 121 130
681	222 74 52 208
682	119 149
683	169 171 244
684	31 157 177
685	82 127 40 123
686	115 59 119
687	67 36 87 141
688	122 222 210 40
689	179 7
690	91 55
691	193 36
692	97 121
693	126 232
694	151 46 27 146
695	67 166 40 74
696	67 108 40 93
697	67 135 132
698	172 222 151 40
699	256 223 151 243 40
700	70 133 162
701	15 179
702	193 179 27 209
703	223 185 62 208
704	154 204 99 121
705	67 108 40 208
706	169 84 126 188
707	179 95 237 7
708	136 200 125
709	160 191 40 101
710	36 87
711	179 158
712	53 154 99 62
713	188 209
714	169 179 75 27
715	223 121 130 208
716	126 252
717	173
718	128 108 40
719	253 224 48
720	230 99 205 239
721	222 129 151 96
722	179 93
723	140 169 40 57
724	108 210 93 209
725	40 205 249
726	245 179 212 241
727	179 40 130 87
728	223 178 208
729	67 222 221
730	179 118 93 209
731	256 110
732	67 108 151
733	53 170
734	179 89
735	93
736	222 178 27
737	127 33 93 75
738	40 123
739	121 141
740	169 126 179 118
741	67 179 93 27
742	67 108 107 40
743	33 11 246 228
744	104 40 130
745	226 223 36 121
746	74
747	226 169 126 243 250
748	108 135 40 130
749	59 223 116 221
750	13 222 130 7
751	11 149
752	180 170 221
753	50 119 107
754	179 40 27 209
755	179 107 141
756	67 108 65
757	108 74
758	169 126 179 181
759	51 222 36 4
760	172 15
761	104
762	228
763	108 152 260 27 125
764	223 149 27
765	151 171 93
766	67 223 149 208
767	67 223 121 208
768	210 20 187 121
769	107
770	67 108 27
771	223 202 119
772	56 232
773	67 222 36 87
774	151 40 221
775	31 95 96 177
776	107 121 141 177
777	223 36 96 121
778	13 222 121 27
779	179
780	223 106 205
781	179 170
782	108 179 40 130
783	65 243
784	151 53 160 87 8
785	43 169 107
786	105 82 250
787	169 27
788	173 223 187 121
789	65 223 52 208
790	169 179 36
791	67 65 254 4
792	129 223 89 205
793	169 65 95 188
794	193 202 57
795	170 62 157
796	18 202 224
797	223 230 119
798	67
799	179 107 121 7
800	108 261 40 130
801	207 108 40 130
802	179 116 55 205
803	119 93 209
804	223 121 178
805	28 118 121 239
806	180 223 36 200
807	127 202 40
808	256 223 202 121
809	223 187 121
810	67 223 91 31
811	59 36 56
812	170 36
813	115 65 142
814	223 93
815	189 190 58
816	222 223 50 250
817	172 223 251 50
818	65 223 42 205
819	67 169 126 249
820	223 250 224 142
821	115 180 31
822	86 119 40 27
823	222 223 250 208
824	223 62 27
825	135 185 204 141
826	193 224 27 4
827	46 157 153
828	223 210 160 250
829	256 223 33 27
830	172 223 157 208
831	172 222 223 106
832	108 223 40
833	180 212 123 239
834	203 168 146
835	223 50 257 205
836	82 127 40
837	40 94 224
838	172 36 137
839	53 107 87 177
840	67 108 62 40
841	129 223 262 123
842	118 107 40
843	169 179 237
844	193 62
845	119 121
846	179 87 141 188
847	179 132 27
848	205 224 52
849	193 89 95 228
850	217 210 121
851	179 181
852	147 233 116 27
853	223 46 250 54
854	223 151 251 250 236
855	121 141
856	172 15 248 139 149
857	179 93 253 137
858	179 119 55 27
859	224 52 209 4
860	86 119 107
861	223 42 27
862	118 205 87 181
863	65 223 119 160
864	245 223 182 228
865	13 91 211 212 48
866	67 223 121 27
867	223 151 250 208
868	223 202 205 7
869	223 204 158 205
870	222 223 187 157
871	223 121 142
872	223 130 178 208
873	223 119 214 27
874	223 151 243
875	222 223
876	245 65 223
877	180 223 153
878	256 129 223 40
879	223 258 27
880	256 129 223 160 250
881	222 223 95 27
882	222 223 151 250
883	222 223 121 208
884	223 116 178 208
885	223 151 4
886	223 250 178 208
887	223 257 95 250
888	129 223 121 123
889	222 129 223 121
890	223 95 224 208
891	173 223 243 181
892	108 40 130 27
893	256 129 223 250
894	223 185 187 123
895	223 187 250 149
896	172 223 40
897	223 204 158 121
898	223 36 258 123
899	67 223 187 121
900	223 251 202 250
901	223 121 27
902	223 237 205 27
903	223 243 178 208
904	223 205 27
905	223 149 208
906	67 223 158 62
907	129 223 55 250
908	223 121 205 208
909	223 160 121 235
910	222 223 106 121
911	222 223 250 149
912	172 223 40 130
913	223 31 121 205
914	222 45 223
915	223 121
916	202 212 56 76
917	173 222 223 106
918	223 151 31 40
919	223 148 62
920	172 223 243 40
921	223 151 250 221
922	223 31 121 205
923	223 40 178 208
924	223 205
925	223 250 75 221
926	222 223
927	128 223 40 123
928	223 212 205 239
929	172 223 243 62
930	223 204 187 149
931	231 223 187 121
932	223 151 95 114
933	223 42 160
934	223 31 55
935	223 31 106 241
936	223 89 36 62
937	223 42 187 149
938	223 121 178 208
939	193 223 158 178
940	223 212 76 205
941	223 121 178 258
942	223 158 149 8
943	223 243 250
944	223 250 149 130
945	172 67 256 223 202
946	223 31 160 97
947	223 36 214 121
948	223 178 258 208
949	128 223 31 121
950	223 121 205 208
951	67 223 250 208
952	223 185 27
953	67 223 31 149
954	223 205
955	223 205 7 27
956	67 223 36
957	51 223 243 208
958	222 223 187 121
959	169 223 36 148
960	223 160 130 178
961	223 250
962	223 62 246 27
963	67 223 121 27
964	245 223 31 242
965	222 223 221
966	223 31 121
967	223 243 262 121
968	223 91 31 121
969	222 223 40 177
970	223 202 55 121
971	51 223 121
972	223 121 149 249
973	223 257 178 205
974	223 160 214
975	217 223 202
976	172 245 223 31
977	223 202 149
978	193 180 223 31
979	223 36 121 75
980	245 223 31 205
981	222 223 130 208
982	222 223 158 250
983	222 223 250 208
984	223 243 106 121
985	222 223 202 123
986	172 223 149 142
987	263 67 223 151
988	129 223 251 250 52
989	223 119 149 208
990	223 49 31 205
991	223 121 149
992	108 223 36 40
993	170 41 96 21
994	223 205 208
995	172 222 223 208
996	223 187 121 48
997	222 223 121 221
998	108 223 257 250
999	223 250 130 208
1000	264 223 243 119
1001	223 91 158 121
1002	222 223 219 121
1003	67 223 251 121 57
1004	223 36 95 7
1005	222 223 250 142
1006	223 151 257 149
1007	67 223 202 250
1008	169 223 121
1009	223 121 149 130
1010	256 223 251 243 250
1011	222 223 27 165
1012	172 222 223 121
1013	59 223 243 95
1014	65 223 243
1015	223 95 187 265
1016	223 42 62 208
1017	223 62 27
1018	223 121
1019	222 223 187 250
1020	223 89 202 149
1021	122 222 223 251 208
1022	215 166 151 40 167
1023	67 223 243 121
1024	222 223 31 121
1025	223 151 121 27
1026	169 223 121 208
1027	223 31 185 149
1028	223 50 121 208
1029	67 223 151 27
1030	223 257 40 241
1031	256 223 251
1032	223 53 149
1033	222 223 89 208
1034	108 223 243 40
1035	222 223 208
1036	223 151 250 27
1037	222 223 151 187
1038	223 189 178 123
1039	223 151 251 40 7
1040	223 31 121 205
1041	223 160 141
1042	223 36 55 205
1043	263 223 185 208
1044	223 170 121 224
1045	223 187 121 130
1046	222 210 178
1047	245 223 178
1048	169 223 243 121
1049	245 65 223
1050	172 223 40 130
1051	172 67 223 171
1052	223 50 119 121
1053	128 223
1054	129 223 121 205
1055	223 107 237 121
1056	223 221
1057	223 62 178 208
1058	223 91 187 142
1059	223 91 121 94
1060	169 223 187 62
1061	173 223 62 208
1062	223 142
1063	67 223 121 142
1064	67 223 121 208
1065	223 42 221
1066	67 223 31 121
1067	223 202 177
1068	223 171 257
1069	172 223 151 36
1070	13 223 177 201
1071	67 223 121 208
1072	223 31 119 178
1073	223 46 205 27
1074	223 119 208
1075	223 149 27 4
1076	223 31 62
1077	187 149 178
1078	226 231 128 223 208
1079	222 223 121
1080	223 149 239
1081	223 31 62 177
1082	263 223 187 121
1083	223 202 121 7
1084	223 31 246 205
1085	256 223 151 202
1086	147 223 31 250
1087	223 40 130
1088	108 223 31 250
1089	223 170 31 130
1090	223 107 224 7
1091	223 55 121
1092	223 250 130 27
1093	65 223 239
1094	128 222 31 157
1095	67 149 87 157
1096	223 91 187
1097	207 67 223 121
1098	222 223 214 187
1099	67 223 62 208
1100	223 31 55 149
1101	222 223 121 27
1102	223 243 205
1103	223 55 149
1104	129 223 250 48
1105	67 223 202 121
1106	67 223 121 149
1107	223 151 121 142
1108	223 31 250 181
1109	223 121 7 142
1110	223 121 208 123
1111	172 245 223 158
1112	223 119 160 7
1113	223 151 251 121 130
1114	128 223 181
1115	256 223 250 27
1116	223 121 221
1117	223 121 178 208
1118	223 202 121 205
1119	223 202 149
1120	223 151
1121	193 223 202 62
1122	169 223 205 208
1123	223 242
1124	223 187
