Students	1090
405	169 149 197 93
406	107 99 75
407	202 73 186
408	31 23 81 80
409	53 100
410	46 38 105 173
411	16 26 101 55
412	136 70
413	110 19 68 69
414	2 114
415	135 209
416	77 39 18 78
417	6 41 196
418	154 19 68
419	85 26
420	91 203 84 122
421	179 175 46
422	41 27 113 100
423	97 102
424	25 81 103 107
425	149 29 140 189
426	77 182 122
427	73 165 75 69
428	82 9
429	203 104 180
430	26 213 104 92
431	148 213 179 113
432	8 19 218 93
433	179 201 38
434	71 190 213
435	125 122 2 165
436	213 163
437	165 204 33 75
438	106 43 169 149
439	26 169 149
440	25 86
441	166 70 29
442	168
443	160 161 104
444	25 19 113 126
445	71 140 137
446	103 107 99
447	71 51 133 187
448	28 132 55 92
449	51 2 199
450	71 2 38 126
451	211 47 97 113
452	142 47 39 177
453	116 177 225 53
454	118 26 96
455	51 105 75
456	213 176 53 38
457	71 190 60
458	39 106 184
459	129 26 96
460	179 107 53 38
461	18 2 92
462	226
463	213 78 203 197
464	122 2 134 15
465	16 2 165 111
466	77 78 70 140
467	136 101 201 2 60
468	94 174 27 92
469	60 52 61
470	190 105 63
471	176 60
472	130 19 219 68
473	141 16 12
474	70 29 30 61
475	161 104 27 12
476	171 29
477	143 103 176
478	216 33 191
479	161 84 27
480	81 194 195
481	35 178 201 197 180
482	71 15 219
483	78 219 52
484	210 175 53 49
485	143 87 210 111
486	18 8
487	104
488	71 176 86 56
489	47 169 126 187
490	91 82 222 147
491	60 52 61
492	28 132
493	70 27 189 187
494	173 34
495	213 165
496	70 219
497	154 219
498	41 176 128
499	227 2 105 131
500	225 219
501	29 140 189
502	148 18 156 2
503	23 148 100 83
504	25 122 156
505	130 153
506	91 228 213 229
507	143 200 19
508	178 135
509	127 203 53 197
510	179 52
511	213 200 151 206
512	31
513	23 5 41 104
514	6
515	25 213 28
516	64 130 17 27
517	77 105 168 137
518	92 230
519	78 104 168
520	161 104 27
521	103 90
522	78 28 231 113
523	113 204 34
524	18 200 197 100
525	94 104 96
526	146 65 16 154
527	203 2 63 216
528	64 31 55
529	165 32 75
530	25 46
531	229 104 185 126
532	18 156 3 185
533	129 25 203 19
534	217 41 68 168
535	143 18 175 2
536	135 81 122 53
537	31 130
538	5 103 104 197
539	203 2 32
540	5 70 29
541	231
542	94 118 96
543	25 26 213 113
544	18 198 137
545	204 57 33
546	25 213 203 198
547	47 39
548	31 16 26
549	79 83 80
550	148 105 168
551	77 97 209
552	199
553	62 17 4
554	16 60
555	23 115
556	209 61 75
557	122 204 33 172
558	25 26 213 200
559	113 52 158
560	136 213 104 147
561	110
562	129 213 107 168
563	74 102 165 180
564	17 95 102 3
565	103 51 99 84
566	25 26 28 113
567	31 74 73 44 187
568	202 105 173
569	60
570	77 57 4
571	71 107
572	143 87 201 2
573	29 140 30
574	77 211 39 231
575	31 146 228 213 126
576	91 18 2 4
577	77 145 18 92
578	91 35 213 180
579	125 122 154 92
580	213 201
581	143 18 198 8
582	56 197
583	31 130 78 173
584	107 51 76
585	18 163 149 198
586	78 104 110 92
587	116 229 70 189
588	25 26 81 104
589	130 227 2 137
590	101 8 113 7
591	26 2 27 4
592	31 146 213 197
593	55
594	81 104
595	16 78 53 2
596	26 213 104 27
597	91 146 231
598	25 227 213 2
599	91 64 101 104
600	221 8 92 230
601	176
602	143 163
603	213 82
604	163 2 8
605	31 142 23 25
606	130 231 100 75
607	213 114
608	177 28 38 105
609	78 53 105 173
610	179 149 8 197
611	67 135 8 15
612	91 116 104
613	71 176 156
614	77 211 39 193
615	81 78 204 158
616	39 176 101 154
617	16 26 28 104
618	25 18 200 2
619	213 79 222
620	142 104 232
621	71 103 203 185 75
622	143 133 2 195
623	213 104 110 92
624	213 110 105 92
625	213 203 2 219
626	71 225 68 187
627	209 100 93
628	77 53 204 92
629	91 64 179 197
630	26 198 27
631	64 25 2 63
632	18 38 92 32
633	78 203 101 113 126
634	91 213 176
635	101 122 149 2
636	209 104 27 230
637	39 218
638	203 104 105 230
639	213 28
640	51 84 113 100
641	91 213 201
642	25 81 79 27
643	203 233 113 68
644	18 19 197 138
645	64 144 213 137
646	177 103 202 209
647	25 26 46 8
648	136 75
649	91 23 71 101
650	213 101 87 104
651	26 205 104 27
652	78 116 53 19
653	71 38 92 230
654	25 213 200 2
655	143 213 231 63
656	71 113 75
657	91 16 84 126 187
658	213 104 105 92
659	91 31 227 176
660	103 176 104 113
661	71 5 6 137
662	136 213 229
663	148 26 81 57
664	146 47 138
665	26 104 27
666	71 176 8 218
667	146 65 213 163
668	213 5 200 104
669	25 2 38
670	91 101 205 154
671	18 175 2 92
672	213 181 104
673	71 106 209 154
674	84 75
675	136 213
676	213 197 204 138
677	26 201 139
678	129 190 107
679	46 173 187
680	26 104 29 38
681	25 26 59 57
682	91 113 219
683	25 213 173 12
684	213 78 203 204
685	190 213 107 113
686	213 203 214
687	47 78
688	63 216
689	5 2 197 173
690	77 213
691	103 2 19 168
692	177 201 113 126
693	148 107 176 197
694	25 26 104 12
695	213 38 75 230
696	5 209 2 204
697	26 104 27
698	81 78 233 104
699	78 113
700	71 106 108 75
701	148 16 26 104
702	16 216
703	196 231 154 187
704	25 143 176 104
705	25 26 55 137
706	91 25 51 92
707	6 219
708	104 232
709	81 7
710	91 18 78 203
711	18 203 197 4
712	227 18 202 2
713	129 18 101 158
714	18 81 231 197
715	91 143 18 200
716	18 200 2 204
717	18 203 154 50
718	18 78 163 158
719	18 101 184
720	91 234 18 200 175
721	18 231 75
722	142 18 231 233
723	18 101 122
724	136 18 4
725	91 142 18 201 79
726	35 18 235 92
727	18 198
728	143 18 196 104
729	28 218
730	130 143 213 229
731	116 107 2 4
732	71 81 103 137
733	129 154 15 63
734	122 165
735	77 38 92 230
736	18 2 235 230
737	59 196 38 168
738	91 26 213 2
739	23 101 2
740	106 38 75
741	64 130 143 2
742	26 169 198 27
743	71 213 57
744	213 103 107 2
745	65 2 1
746	101 113 138
747	91 211 78 103
748	91 18 4
749	71 213 200
750	91 236 18 200
751	31 25 143
752	177 139 113
753	8 197
754	25 125 122 2
755	207 10 170 232 206
756	77 203
757	203 113 68 93
758	25 136 18 198
759	102 58
760	91 146 83
761	17 112 113
762	64 25 104 27
763	8 38 75 230
764	213 217 154
765	213 27 113
766	25 4
767	107 197 158
768	25 26 209 104
769	77 213 138
770	103 219
771	177 104 197
772	163 122 100
773	101 231 2
774	143 18 163 175
775	39 154
776	227 2 158 218
777	36 196 209 8 4
778	161 104 27
779	227 122 168
780	139 197 158 75
781	18 197 184
782	213 201 121
783	236 18 2
784	91 25 16 202
785	130 143
786	77 18 101 4
787	148 203 232 206
788	71 154 92
789	51 197 75
790	101 92
791	25 104 189
792	91 101 205
793	18 51 125
794	67 77 2
795	5 104
796	129 26 104 27
797	213 104 3
798	103 202 209
799	18 200
800	116 176 105 63
801	6 2 113
802	23 5 202 230
803	31 142 2 197
804	71 213 2 219 68
805	227 18 175 2
806	25 6 70 100
807	77 122 215 75
808	16 143 213 27
809	217
810	25 77 78 50
811	18 78 2 158
812	78 104 12 189
813	77 53 92
814	78 163 7
815	77 78 200 197
816	156 20 150 206
817	203 38 105 4
818	18 208 231 197
819	25 18 163 2
820	23 101 82
821	217 74 104
822	71 18 200
823	18 2 4
824	209 197 75
825	18 198 158
826	18 197 204 7
827	77 39 217 158
828	98 116 107
829	25 77 18 200
830	18 197 204 138
831	104 38
832	25 18 208 204
833	84 104 19 126
834	25 18 92
835	213 197 92
836	136 163 104
837	234 18 198 92 184
838	77 18 78 200
839	213 177 57 92
840	213 175 55
841	143 5 196
842	16 203 197 173
843	18 2 197 204
844	236 5 40 158
845	213 122 197
846	171 78 92
847	237 170 147 70 29
848	6 203 104 113
849	18 81 197 92
850	26 18 163 104
851	238 78 2
852	26 104 27 187
853	28 196 231 149 7
854	213 176 101
855	178 25 220
856	53 173
857	77 18 163 2
858	18 200 154 121
859	71 104 158
860	18 176 175 197
861	18 198 3 4
862	25 2 4
863	27
864	77 18 78 4
865	77 39 200 122 198
866	26 104 27 113
867	67 18 78 2
868	18 78 2 235
869	78 103 107 187
870	209 154 93
871	18 78 200
872	18 2 3 92
873	22
874	25 18 200 104
875	91 18 176 154
876	234 18 103
877	229
878	18 55 104 232
879	6 154 52 61
880	71 19 126
881	78 139 84
882	71 5 113
883	64 197 126
884	18 104 3
885	18 4
886	77 18 231 93
887	18 231 197
888	18 235
889	25 18 2 19
890	18 233 197 185
891	18
892	208 105 63
893	36 234 18 203 104
894	18 231 2
895	91 18 208 156
896	91 18 201 204
897	91 18 163 8
898	18 78 205
899	18 163 197
900	18 106 8 197
901	67 18 203 197
902	25 234 18 198
903	18 78 2 92
904	18 2 19 4
905	18 163 202 154
906	77 18 2 204
907	142 18 203 101
908	143 18 125 104
909	25 77 18 2
910	143 18 19 4
911	18 103 233 8
912	18 203 2
913	227 18 2 4
914	18 108 2 19
915	18 158
916	142 18 197 92
917	25 18 169 2
918	18 106 154 172
919	18 175 197 158
920	18 139 2 3
921	91 18 176 106
922	18 2 185 186
923	142 18 101 201
924	227 18 2 158
925	91 77 18 200
926	91 18 2 158
927	5 203 38
928	18 104 100
929	18 179 163 3
930	227 18 2
931	18 176 74 198
932	142 18 79 80
933	91 18 200 100
934	22 18 208 4
935	91 18 154 158
936	18 176 8
937	18 179 175 156
938	18 176
939	143 18 202 198
940	18 163 101 198
941	18 231
942	39 18 78 104
943	143 18 19 4
944	142 18 163 2
945	91 18 163 2
946	18 176 175 8
947	18 229
948	18 78 2 92
949	18 200 185
950	234 18 125 2 8
951	91 18 203 110
952	18 78 200 2
953	91 143 18 8
954	18 156 2 3
955	25 18 2 4
956	26 18 200 104
957	91 18 200 185
958	18 101 125 8
959	142 18 79 233
960	18 163 2 8
961	91 18 3 230
962	71 18 55 46
963	143 18 163 2
964	25 18 50
965	143 18 2 92
966	238 18 198 3
967	18 53 154 19
968	25 18 103 200
969	143 18 78 2
970	143 238 18 198
971	236 143 18 231
972	91 25 18 231
973	18 175 154 92
974	18 198 219 4
975	18 103 92
976	18 78 139 198
977	26 18 163 2
978	18 78 200 2
979	63
980	227 18 19 92
981	234 136 18 200 104
982	234 18 198 158
983	91 18 219 92
984	18 175 2
985	26 18 200 2
986	234 18 2 92
987	18 68 197
988	18 78 200 198
989	143 18 125 2
990	91 25 18
991	142 18 200 104
992	91 236 234 77 18
993	136 18 106 197
994	18 104
995	18 2 3 185
996	18 197
997	178 18 168 92
998	18 81 154 172
999	18 198 158
1000	143 77 18 2
1001	129 18 176
1002	91 18 200 198
1003	91 142 18 125
1004	36 234 18 201 198
1005	143 18 2 92
1006	231
1007	18 231 2 137
1008	26 18 198 92
1009	18 176 3 19
1010	18 200 2
1011	91 227 18 2
1012	91 18 28 231
1013	91 18 231 8
1014	18
1015	18 154 197 92
1016	91 18 2 4
1017	91 18 176 8
1018	136 18 78 198
1019	18 78 2
1020	91 142 18 79
1021	143 18 163 198
1022	213 184 9
1023	143 18 108 2
1024	178 18 2 158
1025	136 18 2 4
1026	18 108 198
1027	18 106 4
1028	91 142 18 92
1029	91 18 125 3
1030	18 203 53 154
1031	35 18 197 218
1032	91 143 18 125
1033	18 78 197 92
1034	238 18 5 19
1035	18 139 2 4
1036	143 18 176 2
1037	143 18 2 4
1038	234 18 2
1039	18 204 158
1040	18 176 198 197
1041	18 8
1042	143 18 198 4
1043	18 101 201 204
1044	39 18 2 235
1045	142 18 101 198
1046	77 18 197 92
1047	67 18 163 75
1048	18 229
1049	142 18 163 2
1050	91 136 18 239 197
1051	142 25 18 79
1052	227 18 198 4
1053	18 8 197 187
1054	127 18 198 8
1055	18 5 28 113
1056	18 231 2
1057	18 81 200 155
1058	136 18 78 4
1059	25 18 203 104
1060	18 78 163 197
1061	18 78 68
1062	18 106 168 4
1063	227 18 2
1064	18 78 139 92
1065	91 71 18 4
1066	18 78 103 198
1067	18 231 8 219
1068	18 78 200 8
1069	213 68 4 93
1070	18 79 233 197
1071	18 231 19 137
1072	143 18 163 2
1073	18 78 163 122
1074	143 18 2
1075	18 197 4
1076	25 18 200 2
1077	91 18 200 175
1078	18 78 46 4
1079	18 28 196 19
1080	178 18 163 2
1081	18 78 219
1082	18 78
1083	18 5
1084	77 18 78 92
1085	18 108
1086	104
1087	213 51 201 68
1088	94 197 63 4
1089	91 77 213 4
1090	213 205
