Students	1112
303	198 199
304	64 172 85 161
305	145 146 23
306	132 39 64
307	93
308	170 96 40
309	52 23
310	46 10 47
311	33 94 18
312	56 133
313	102
314	64 20
315	159 34 18
316	192 46 10 99
317	188 33 200 135
318	183 184 126
319	121 112
320	55 116 12 153
321	176 25
322	201 36 45
323	56 76
324	95 93 36 17
325	146 59 76 50
326	49 61 202
327	194 98
328	180 57
329	146 60 203
330	49 45 18
331	33 36 18
332	165 204 89 76
333	151 145 146 98
334	163 190
335	136 205 206
336	51 52
337	96 202 163 186
338	132 114
339	15
340	20 185 157
341	14
342	105 62 44 23
343	83 46
344	38 146 60
345	165 2 21 28
346	27 80 12
347	56 90 74
348	7 116 44 96
349	133 96 202
350	129 85 29
351	38 13
352	27 33 20
353	117 20 80 112
354	93 120
355	7
356	49 80 77 90
357	13
358	36 161
359	137
360	129 103
361	54
362	5 142 40 53
363	135 89 90
364	95 117 165 51
365	150 103 57 43
366	113 81 10
367	21 202 203
368	154 207
369	204 76
370	40 161 88
371	127 118 208 40
372	174 116 112 189
373	188 165 51
374	51 204 76 90
375	104 36 17
376	174 20
377	75 29 155
378	20 66 24
379	38 116 153 23
380	204 133 17
381	119 56 209
382	41 153 101
383	165 48 199
384	40 88 123
385	76 157 122
386	198 199
387	46
388	170 37 86 87
389	194
390	205 88
391	145 146 30
392	49 76 77
393	38 118 170 86
394	20 36
395	39 76 87
396	40 161 88
397	92 142 180
398	145 146 40
399	46
400	183 184 31 21
401	136 210 159 205 140
402	64 106 164
403	189 99
404	118 142 19 107
405	137 129 201 29
406	93 104 123
407	64 171 14 22
408	20 66 135 4
409	133 109
410	92 117 207 165
411	119 46 10 47
412	166 83
413	33 211 147 135
414	95 212 137 30
415	69 70 88 78 79
416	180 20 12 104
417	92 170 142 85
418	130 64 76 77
419	3 207 29
420	151 20 80 63
421	76 77 94
422	95 7
423	118 170 40
424	160
425	127 164
426	83 163 156 94
427	145 146 40
428	138 40
429	97 122 158
430	49 26 53
431	145 146 213
432	104 17
433	113 127 118 80 182
434	20 182 36
435	73 51 126
436	83 76
437	10
438	145 146 120
439	197 171 206 29
440	64 84
441	151 168 20 75
442	183 184 205 200
443	113 160 157
444	116 50
445	118 145 146
446	7 35 21
447	40 46 99 47
448	170 142 188
449	204 49 76 77
450	118 76 77 40
451	188 165 204
452	136 3 30
453	65 175
454	44 47 124 153
455	33 76 77 94
456	46 10
457	89 189
458	27 63 94
459	33 153 169
460	204 49
461	42 33 90
462	141 80 105
463	51 33
464	116 96
465	147 103 99
466	39 33 6 49
467	147 135 140
468	56 77 90 214
469	6 89 76
470	62 12 171
471	81 76 77
472	127 149 40
473	152 137 7 29
474	46 10 47
475	190
476	172
477	46 10 47
478	136 215 205 87
479	46 10
480	147 200 135 181
481	83 177 162 216
482	182 116 29
483	127 39 138 216
484	91 217
485	55 20 80
486	145 146 76 22
487	189 76 77
488	24 155
489	105 116 66 99
490	40
491	80
492	20 63 109 163
493	188 165
494	84 218 88 123
495	7 84 94 36
496	20 46 10 47
497	36
498	137 129 120 29
499	170 142 68 200
500	113 38 39
501	15 201 155
502	165 7 49 129
503	15 169
504	39 96 97
505	38 130 15 101
506	41 160
507	130 215 196 30
508	141 47 100 53
509	20 219 36
510	220 67 221 66
511	116 83 4
512	94 36 34 17
513	99
514	121 118 170 40
515	55 36
516	113 105 189
517	93 188 137 153
518	10 99 47
519	215 64 194 29
520	215 15 26 155
521	46 10 99
522	42
523	193 39 15 155
524	130 215 129 196
525	38 196
526	165
527	96 89 189
528	6 204 15
529	42
530	188 73 51 137
531	134 123 23
532	42 57
533	64 94 201 155
534	137 47 153
535	36 17
536	118 86 153
537	81 210 189 77
538	42 125 57
539	170 37 40
540	20 98 140 29
541	69 121 76 77
542	113 183 184 38 68
543	3 177 162 216
544	113 44 94
545	130 44 120 30
546	188 165 161 153
547	122 201
548	222 177 162 160
549	121 118 170 40
550	48 199 26 17
551	132 20 210 40
552	39 215 140 153
553	118 64 171 159
554	116 120 85 29
555	49 96 89
556	32 76 77 30
557	38 20 209
558	20 29
559	113 95 85
560	20 164 76
561	113 91 152
562	215 64 15 30
563	38 137 22
564	44 46
565	38 163 153 101
566	95 166 145 146
567	204 133 76 45
568	223
569	113 136
570	46 10 47
571	113 38 137 116
572	38 39 96 169
573	4 224 201 104
574	7 133 81 210 96
575	3 137 85 169
576	137 208 84 36 29
577	69 137 96 161 169
578	20 4 85 29
579	57
580	113 166 40
581	93 2 137
582	93 2 137
583	93 58 34 28
584	121 147 200 57
585	80 29
586	166 48 10
587	49
588	6 76 77
589	92 117 5
590	152 15 53
591	137 96 89
592	137 4 96 189 107
593	166 127 118 39
594	83 192 161
595	38 127 129 40
596	65 77 90 74
597	55 116 155
598	215 200 94
599	38 39 129 96
600	95 136 3 138
601	83 87
602	137 208 225
603	39 96 107 155
604	113 75 31 96
605	7 107 94 36
606	125 118 170 40
607	125 73 51 57
608	226 20 116
609	7 21
610	137 29
611	137 29 169
612	38 39 96 30
613	75 84
614	20 126 85 36
615	73 165 51
616	38 39 224 169
617	129 85 29
618	20 105 83 109
619	137 84 36 29
620	166 8
621	215 194 202 84
622	193 29 30
623	137 116 84 169
624	64 219 201 29
625	38 96 89
626	227 165 96
627	93 153 155
628	38 130 75 120
629	174 96 189 107
630	39 75 107
631	39 75 96 107
632	20 129
633	113 89 122
634	64 96
635	137 150 148 15
636	227 165 228 29
637	3 212 150
638	42 126 4 99
639	200 57 30
640	39 148
641	151 96 84 155
642	113 138 98
643	152 19
644	119 77 122
645	39 96 107
646	119 116 66 120
647	38 39 20
648	39 188 76 107
649	113 117 38 137
650	113
651	227 201
652	116 85 36 30
653	80 96 97
654	113 96 97
655	137 85 96 161
656	174 96 189
657	188 20 46 47
658	38 39 137 30
659	152 199 7
660	39 96 40 30
661	38 64 68
662	145 137 75 96 107
663	9 64 76 169
664	113 221
665	38 39 96 169
666	127 130 129 94
667	39 147 131 107
668	105
669	26 29
670	32 85 30
671	137 44 96 36
672	113 93 116
673	20 182 172 85
674	20 80 81 210 36
675	113 38 30
676	38 39 137 96
677	75 98 29
678	113 216
679	92 38 127 39 101
680	210 120 85
681	20 150 201 29
682	218 88 24
683	20 129 4 85
684	113 183 184 126 68
685	194 84 46
686	130 7 126 96
687	137 46
688	38 137 96
689	38 130 150 120
690	137 161 153
691	152 137 7 96
692	161 218 30
693	39 171 149 96
694	38 39 150 196
695	136 137 138 4
696	16 164 15
697	137 7 1 96
698	7 24
699	27 137
700	137 116 30
701	151 22 29 87
702	64 129 84 36
703	104 36 101
704	127 202 28
705	202 163 29 153
706	38 20 129 107
707	7 4 96 107
708	46
709	33 137 85 36 169
710	33 137 150
711	24
712	93 137 4 213 158
713	215 83 15 26
714	137 189 76
715	42 80
716	113 38 215 161
717	46 30
718	44 29
719	38 39 137
720	193 171 120
721	119 33 29 153
722	215 131 196 107
723	93 84
724	38 39 194 96
725	183 184 182 15
726	137 116 85
727	222 152 215 15
728	20 44 46
729	20 58 29 153
730	64 96 97
731	137 4
732	130 20 40 153
733	33 20
734	152 215 29 161
735	215 105 83 15
736	126 29
737	38 148 4
738	188 165 137 4
739	42 19 182
740	113 151 194 107
741	137 96 97 30
742	215 194 185 15
743	193 93 15 169
744	64 22
745	196 189
746	113 166 127 130 40
747	38 39 30
748	222 215 194 15
749	113 190 107
750	188 165 137 96
751	7 15 155
752	38 39 20 120 144
753	137
754	154 129 148 47
755	16 39 75 40
756	151 105 177 87
757	130 215 15 87
758	37 196 219 107
759	20 208 15
760	20 63 30
761	136 215 194 196
762	137 213
763	85 202 84
764	19 153
765	105 75 15
766	64
767	3 137 44 35
768	33 75 85
769	188 208 17 29
770	38 130 174 189
771	198
772	220 137 96
773	21 140 29
774	188 201 155
775	188 75 15
776	33 215 96 94
777	113 33 215 87
778	33 76 77 163 155
779	81 85
780	26 30
781	93 96 30
782	93 64 201 155
783	215 224 87
784	188 215
785	38 137 40 101
786	93 215 44 15
787	137 140
788	215 15 161 101
789	16 215 81 229
790	118 202 29
791	91 39 137 96 107
792	38 29 46 101
793	215 64 96 229
794	130 4 96 107
795	113 130 137 30
796	93 96
797	137
798	137 64 84
799	6 7 189
800	39 129
801	38 39 129
802	55 20 15 30
803	64 29 101
804	151 215 80 185
805	194 120 200
806	80 15 161 88
807	127 215 15
808	137 126 57
809	130 215 129 196
810	215 64 29 87
811	38 39 169
812	202 224 26 201
813	64 116 15 209
814	215 64 230 96 97
815	228 84 94
816	215 15 85
817	39
818	149 96 89
819	154 3 130 150
820	9 33
821	215 172 85 201
822	202 203
823	215 44 196
824	215 185 26 29
825	163 153
826	137 75 111
827	175
828	20 66 44 85
829	93 96 189 144
830	3 33 215 87
831	38 215 196
832	38 152 215 29
833	113 130 215 230 15
834	83 172
835	93 85 84 169
836	96 89 107 101
837	154 3 96
838	38 20
839	198 96 89
840	24 155
841	113 215
842	221 20 116
843	7 201 29
844	113 127 20
845	85 26 201 169
846	215 64
847	130 96 97 84
848	39 129 224 107
849	201
850	20 29 153
851	113 130 215 30
852	113 215 96 30
853	215 87
854	136 38 215 129
855	113 215 138 84
856	136 215 140 101
857	38 215 15 30
858	9 215 96 107
859	182 116 26 169
860	55 85 29 30
861	145 46
862	39 192 96 107
863	95 142 165 40
864	16 127 39 153
865	127 137 4
866	215 196 29 30
867	33 215 19 44
868	130 215 15 169
869	119 116 104 161
870	136 215 129 15
871	136 215 129 15
872	215 194 201 29
873	93 215 224 30
874	231 215 29 101
875	130 215 225 15
876	136 215 140 15
877	215 148 15 87
878	215 64 194 96
879	215 129 201 29
880	27 188 215
881	215 164 29 101
882	231 215 94 30
883	38 188 215 84
884	215 185 15 87
885	33 215 64
886	215 64 96
887	215 1
888	113 215 15 101
889	33 215 196 30
890	215 182 36 29
891	215 83 196 101
892	215 44 202 29
893	215 80 83 196
894	130 152 215 15
895	152 215 126 15
896	215 44
897	113 215
898	215 64 15 107
899	215 185 202 87
900	215 83 140 202
901	215 182 131 196
902	113 215 96
903	136 215 129
904	215 64 150 202
905	215 129 196 29
906	113 215 150
907	33 215 64 196
908	130 215 196 169
909	188 215 64 87
910	136 215 15 30
911	215 15 101
912	136 215 15
913	215 44 149 85
914	215 129 15
915	38 215 196
916	38 215 44 196
917	215 80 29 101
918	215 44 15 202
919	136 215 131 201
920	215 15 202 229
921	215 15 202 101
922	215 15 202 30
923	130 215 96
924	188 165 215
925	130 215 230 20 89
926	215 64 172 15
927	130 215 150 15
928	130 215 196 30
929	33 215 20 131
930	215 129 15
931	113 215 196 101
932	215 129 185 85
933	215 15 202 87
934	215 96 107 101
935	113 136 215 30
936	215 75
937	215 83 131
938	33 215 80 229
939	215 185 15 229
940	215 182 85 229
941	215 75 196 201
942	93 215 182 150
943	130 215 182 186
944	113 215 29 30
945	188 215 1
946	215 80 194 29
947	113 215 131 224
948	136 33 215 131
949	215 201 47 30
950	215 105 134
951	38 215 15 101
952	152 215 19
953	215 196 229 158
954	215 96 229 24
955	136 130 215 172
956	215 15
957	38 215 64 30
958	136 215 196 101
959	9 215 85 101
960	215 15 29 101
961	215 182 196
962	9 215 172 15
963	215 15 107 169
964	130 215 194 15
965	222 215 44 15
966	215 96 101
967	215 20 15 30
968	215 44 196
969	215 83 84 87
970	215 15 84
971	231 215 149 15
972	215 15 30
973	136 215 172
974	220 215
975	215 172 15 153
976	215 202 169
977	130 215 230 15
978	215 194 107 84
979	152 215 140 94
980	215 29 30
981	130 215 194 15
982	38 215 15
983	215 148 4 30
984	113 215 208 85
985	215 75 96 107
986	136 215 140 15
987	136 215 131 30
988	215 64 15 229
989	188 215 29 101
990	226 215 194 68
991	130 215 196
992	215 105 15
993	113 215 44 15
994	130 215 64 172
995	215 15 84
996	215 15 29 30
997	136 215 29
998	9 38 215
999	113 215 15 202
1000	113 215 194 85
1001	130 215 194 15
1002	215 81 96 76 224
1003	215 230 224
1004	215 20 4
1005	215 75 15 201
1006	215 83 15 94
1007	215 15 29 30
1008	113 130 215
1009	183 184 215 200
1010	93 215 194 85
1011	215 83 150 185
1012	113 38 215 150
1013	222 215 230 15
1014	152 215 64
1015	130 215 44 15
1016	215 150 196
1017	38 215 44 15
1018	215 205 202
1019	62
1020	33 215 131 224
1021	215 20 224 29
1022	130 215 194 196
1023	215 64 29 101
1024	113 130 215 15
1025	215 192 94 101
1026	152 215 15 29
1027	215 194 85 202
1028	215 129 83
1029	33 215 230 15 201
1030	93 215 194 84
1031	130 215 44 15
1032	215 194 15
1033	215 64 172 15
1034	130 215 29 101
1035	215 196 30
1036	215 107 201
1037	215 15 94 29
1038	222 215 15 30
1039	209 158
1040	16 38 215 30
1041	215 15 87
1042	215 44 15
1043	93 215 85 101
1044	215 64 44
1045	38 215 64 230 201
1046	188 215 29 30
1047	215 29 169
1048	16 215 64 15
1049	215 129 163 29
1050	130 215 196 163
1051	215 149 8 161
1052	215 64 196
1053	215 126 196 201
1054	215 194 15 201
1055	95 93 215
1056	215 202 29
1057	215 150 15 26
1058	215 44 196
1059	215 64 150 196
1060	136 215 83 161
1061	215 83
1062	113 215 185
1063	215 196 169
1064	215 44 15 94
1065	113 130 215
1066	16 215 194 15
1067	38 215 15
1068	222 215 230 15 101
1069	222 215 29
1070	33 215 230 194 29
1071	215 15
1072	215 194 15 224
1073	113 215 44 84
1074	38 33 215 150
1075	113 215 29
1076	113 215 15 87
1077	188 215 15 87
1078	215 150 96
1079	215 64 29 30
1080	215 20 85 30
1081	33 215 64 230 15
1082	113 215 75 15
1083	215 64 194 15
1084	113 215 64 101
1085	215 194 15
1086	215 15 87
1087	38 215 15 101
1088	136 215 64 44
1089	215 196 29
1090	136 130 215 15
1091	215 64 15 201
1092	130 215 15
1093	113 215 194 15
1094	136 215 156 101
1095	137 104
1096	130 215 149 15
1097	215 83 15
1098	215 15 107 30
1099	215 15 224
1100	136 38 215 172
1101	183 184 151 215 30
1102	39 215 85 36
1103	215 194 85 29
1104	127 215 19 29
1105	55 215 101
1106	194 46 10
1107	215
1108	113 150 185 196
1109	38 39 215 44
1110	215
1111	9 215 20 44
1112	113 84
