Students	1148
287	172 164 134 224
288	96 119
289	225 226 92 4 214
290	21
291	116
292	127 125 121 2
293	116 125
294	7 227 125
295	99 41 46
296	43 17
297	203 187 95 4 29
298	108 38 78 98
299	13 14
300	57 105 125
301	92 187 224
302	45 46 15
303	228 128 44 229
304	179 148 154 15 149
305	199 61 4
306	109 17 230
307	231 127 125
308	161 39
309	162 8
310	203 125 121 84
311	13 57 105 15
312	10 11
313	13 15 75 76
314	231 127 125 25
315	96 232 205
316	46 214 218 233
317	23 59 48
318	225 15 117 100
319	15 59 70
320	27 92 60
321	91 17 103
322	67 114 97
323	17 103
324	225 36
325	114 95 83
326	91 234
327	24 39 37
328	61 83
329	180 115 17 103
330	204
331	101 230 124
332	164 69 100
333	15 49 70
334	146 83 29
335	197 130 131
336	101 4 235 55
337	36 186
338	56 42 15 2
339	120 118 29
340	50 32 38 23
341	88 223 39 49
342	63 38 160
343	41 215 17
344	61 121 29 84
345	17 87
346	125 84
347	16 12 133
348	205 51 154 173 233
349	120 129
350	99 236 195 209
351	237 73 130 25
352	99 212 132
353	112 42 173 219
354	238
355	114 163
356	125 209 40
357	128 85 17 202
358	94 38 24 39
359	21 191 2 8
360	78 1 4
361	101 187 49
362	32 43 17
363	7 12 5
364	130 14
365	40
366	43
367	59 37
368	38 24 37
369	159 174 160
370	23 117
371	99 57 90 125
372	88 117 59 4
373	23 10 48 235
374	56 199 113 135
375	35 181
376	220 75 76 239
377	240 132
378	99 38 183 223
379	45 94 77
380	45 4
381	16 106 152 2 8
382	166 23 11 4
383	1 220 239
384	128 66 135 132
385	89 45 68 102
386	210 182 207 8
387	80
388	56 38 69 2
389	101 6 181 9
390	38 162 224 8
391	144 34 241
392	187 4 170
393	13 60 29
394	45 187 242 238
395	197 130 15 11
396	243 180 65
397	179 148 15 244 149
398	175 145 135
399	45 217 111
400	208 60 143 3
401	108 174 117 11
402	130 14 245 124
403	232 74 144 227
404	246 27 32
405	195 95 181 173
406	141 247 61 106
407	105 38 124
408	158 215 189 98
409	176
410	147 196
411	6 248 181 173
412	177 28 84 8
413	85 170
414	56 74 177 109 4
415	14 203 11 224
416	99 246 141 233
417	73 225 35 118
418	141 194 66 249
419	130 225 4 124
420	73 96 205
421	187 166 209 250
422	159 243 228 28
423	13 33 15 1
424	42 14 142 3
425	99 172 111
426	197 136 206 35 251
427	161 203 100
428	130 131 60 233
429	159 160 100
430	99 179 148 149
431	120 183 187 111
432	130 11 100 70
433	204 243
434	59 245 233
435	78 140 98 239
436	45 140 54 77
437	10 11 202
438	197 136 15
439	169 182 252 253
440	78 220 239
441	108 48 162 25
442	108 40
443	204 141 97 103
444	192 230
445	179 148 38 149
446	42 15 140 70
447	45 48 227 3
448	42 225 4
449	45 49
450	197 130 15 102
451	197 225 90 15
452	28 78 1 220
453	24 48 209 25
454	11
455	153 91 122
456	130 57 240 11
457	109 57
458	130 166 245
459	64 185 252
460	99 108 220 239
461	176 210 209 81
462	169 24 68 209
463	205 74
464	254 64 102
465	105 94 145 135
466	32 169 24 37
467	247 64 145 135
468	177 38 8 9
469	132
470	255 170 132
471	57 256 61 34
472	27 180 257 85
473	32 227 162 84
474	237 166 244 235
475	104 71 177 251 86 40
476	176 177 34 8
477	123 38 35
478	72 87
479	187 251 29
480	27 255 145 135
481	13 14 187 97
482	130 108 70
483	177 203 65 4
484	220 75 76 18
485	99 73 55 201
486	42 14 11 251 86
487	99 45 179 148 15
488	27 160 100 224
489	27 59
490	14 15 28 29
491	96 246 210 34
492	99 13 246 4
493	130 15 28 34 103
494	13 102 132
495	33 47 34 87
496	42 74 258
497	90 195 145 135
498	94 28 230
499	247 110
500	57 90 259 228
501	260 140 250 224
502	13 234 11
503	94 32 38 182
504	108 11 59
505	13 225 234 65
506	159 87
507	13 179 148 149
508	27 174 117
509	15 11 100
510	246 27 180 166
511	174 10 11 59
512	179 148 15 149 110
513	204 120 48 235
514	187 60 143
515	61 29 165 245
516	104 31 135
517	197 32 142 151
518	204 120 48 18
519	45 203 18
520	80 234 78
521	159 187 29
522	42 131 14 70
523	99 246 4
524	42 48 98 239
525	14 187 53
526	192 183 103
527	146 238 97 140
528	42 6
529	125 193 162 84
530	246 63 199 251
531	15 23
532	88 206 118 124
533	203 77 250
534	101 45 118 200
535	38 65 196 181
536	232 205 144 118
537	28 170 103
538	136 187 93
539	197 14 35 261
540	50 262 85 224
541	13 179 148 149
542	254 60 61
543	197 15 110
544	166 77
545	27 164 69 65
546	204 141 187 29
547	99 141
548	96 205
549	204 10
550	42 73 38 97
551	263 255 152 224 245
552	148 210 187 15
553	238 36 68
554	1 220 235
555	161 177 57 2
556	260 60 61 162
557	45 96 159 124
558	179 148 15 97 149
559	179 148 149
560	205 204 210 55
561	232 74 4 81
562	45 142 23 54
563	264 203 235 84
564	204 120 38 97
565	13 179 148 149
566	14 15 11
567	6 145 135
568	50 177 262 209
569	96 204 124
570	146 195 224 8
571	99 197 14 9
572	104 13 179 148 149
573	251
574	96 205 27 55
575	203 109 209 250
576	99 42 15
577	13 141 234 187
578	141 38 85
579	114 141 61 93
580	21 73 265 9
581	99
582	179 148 187 256 149
583	266 38 97
584	14 169 187
585	73 141 247 187 140
586	27 32 169 240
587	204 60 103
588	246 63 65 5
589	161 199 166
590	23 117 218
591	240 140 227 125
592	204 120 23 102
593	206 27 241 218
594	203 220 4 239
595	203 227 160
596	146 80 140 29
597	45 210 102 214
598	232 119 205 267
599	145 248 28 135
600	246 65 158 118
601	268 64 234 166
602	14 234 187 15 86
603	42 40
604	216 237 9
605	216 204
606	63 24
607	204 120 2
608	49 102 214
609	263 203 57 259
610	179 148 149 55
611	204 80 120 219
612	80 187 228 97
613	35 118 170
614	115 166 174
615	246 240 65
616	180 64 66 135
617	232 119
618	187 61 174 11
619	146 48 1 133
620	99 13 117 11 178
621	88 4 37
622	161 166 155
623	236 233 111
624	264 197 193 2
625	257 17 87
626	88 178
627	246 63 68 233
628	166 23 117 193
629	159 187 29
630	246 248 166
631	13 42 14 50
632	210 72
633	13 117 78
634	109 123 65 193
635	205 258 55
636	146 266 256 4
637	14 187
638	216 141 234 78
639	203 158 15
640	205 234 55
641	42 73 225 55
642	260 117 11
643	13 246 240 65
644	237 42 48 84
645	13 14 187 265
646	159 38 187 85
647	32 234 214 53
648	263 65 28 269
649	99 4 5 132
650	180 65 230 25
651	270 60 61 93
652	204 255 65 125 271
653	35 228
654	99 246 199 25
655	234 34 170
656	176 177 172 4
657	266 32 23
658	99 225 271
659	96 119 254 178
660	171 22 35 181
661	141 65 250
662	80
663	64 185 139 272
664	246 158 28
665	246 63 166 201
666	169 102 214 173
667	119 95 238
668	254 234 9
669	246 187 15
670	14 28 230
671	246 142 110 111
672	210 95 261 238
673	94 117
674	244 233
675	38 10 11 4
676	27 35 11
677	264 97 273
678	234 117 48 25
679	204 80 120 187
680	146 229 25
681	237 32 151
682	154 145 47
683	21 38 54
684	56 38 166 40
685	159 243 187 55
686	130 225 185 8
687	246 50 260
688	246 65 200 212
689	99 246 212
690	246 240 248 173
691	13 246 38 240
692	159 180 65 85
693	64 194 65
694	225 246 248 118
695	108 38 48 25
696	142 181 274
697	240 34 53
698	34 93 55 233
699	50 38 194
700	234 166 8 9
701	23 1 75 76
702	246 180 187 166
703	42 14 27 15
704	63 117 152
705	96 205 55 193
706	23 174
707	246 260 65 4
708	89 260 199 117
709	13 225 262 187
710	14 15 78 178
711	13 225 260 34
712	13 14 50 187
713	14 187 212
714	204 243 187 95
715	13 33 164 11
716	108 228 166 212
717	101 172 43 111
718	210 38 187 242
719	11
720	159 120 187 257
721	16 104 27 60 61 86
722	146 140
723	266 78 1 4
724	99 101 181 53
725	264 262 85
726	270 246 260 4
727	38 47 23 118
728	13 14 187
729	217
730	130 225 65 4
731	27 97 48 4
732	148 194 187 15
733	96 205 65
734	27 260 187
735	119 159 243 65
736	13 14 159 57
737	99 4
738	38 35 98
739	78 118 217
740	225 234 11 275
741	203 199 4
742	38 78
743	13 246 63 65
744	13 203 4 200
745	97 166 245
746	234 242 238
747	187 256 143
748	14 242 78 4
749	176 197 14 262
750	99 142 181 111
751	146 231 217
752	42 197 14 164
753	161 146 203
754	32 38 147 65
755	161 244 170
756	276 232 74
757	246 159 65 215
758	64 140 245 124
759	176 246 260 194
760	175 96 232 215
761	205 191 193 201
762	179 148 187 149
763	197 14 187 4
764	174 117
765	120 95 166 139
766	13 159 234 187
767	246 228 166 118
768	10 48 202
769	243 187
770	277 204 243
771	99 273 224
772	176 210 97 34
773	14 187 245
774	175 216 260 38
775	99 101 57 233
776	104 35 209 132
777	210 23 117 11 86
778	13 14 187
779	130 225 48 140
780	141 4 214 233
781	260 105 9
782	246 47 166
783	42 15 93 70
784	42 14 187 215
785	205 74 27
786	119 177 141 240
787	13 50 260
788	260 177 240 9
789	108 184
790	88 97 229 98
791	104 13 180 226
792	96 159 80 38
793	42 225 38 4
794	6 1 75 76
795	117 3 202
796	197 14 15 209
797	237 146 94 25
798	262 196 274 173
799	99 237 137 218 152
800	141 65 271 224
801	205 210 254
802	208 115 187 215 143
803	13 187
804	58 174
805	13 246 28 4
806	96 205 94
807	13 246 180 8
808	14 27 169
809	246 32
810	204 80 65
811	203 65
812	159 166 124
813	13 246 63 65
814	21 177 23 162
815	161 204 120 97
816	180 158 259 85
817	246 27 65 178
818	159 38 187 85 118
819	154 82 29
820	88 260 203 187 95
821	225 246 194 65
822	246 261 184 200
823	210 32 252 53
824	28 85 4 98
825	38 23 117 77
826	204 120 115 29
827	78 220 217
828	231 255 97 98
829	246 255 65 28
830	64 15 212 233
831	264 266 250
832	141 247 65 217
833	16 255 58 240
834	96 159 118
835	96 65 55
836	96 246 27 240
837	13 246 65
838	246 222 240 93
839	225 246 184
840	246 63 199 53
841	246 65 233
842	264 262 228 200
843	246 278 166 110
844	13 197
845	88 96 260 4
846	99 88 125
847	237 23 4
848	13 246 260 178
849	203 108
850	13 38 262 85
851	99 88 203 4
852	88 159 65 97 4
853	38 187 85 84
854	118 103
855	264 203 75 76
856	104 14 10 59
857	96 246 261 93
858	264 246 180 261
859	246 255 248 23
860	166 244
861	246 240
862	99 235
863	260 174 117 4
864	148 187 15 4
865	96 277
866	176 236 65
867	88 6 1 224
868	161 222 93
869	246 195 240 158
870	176 14 180 187
871	99 88 27 53
872	96 195
873	204 120 64 154
874	99 42 15 70
875	159 78
876	246 65 200 212
877	210 64
878	237 195 174 117
879	14 187
880	64 279
881	187 259 44
882	45 225 4 214
883	104 13 215
884	264 246 4 280
885	13 38 97 4
886	179 148 187 15
887	208 204 120 187
888	117 11 178
889	16 27 187 78
890	96 159 261
891	246 63 248 166
892	270 246 194
893	156 64 65 181
894	45 118 55
895	246 180 248
896	246 65 215 4
897	246 195 248 200
898	176 96 246 32
899	246 277 141
900	146 246 6 65
901	137 246 281
902	264 246 255 166
903	246 240 55
904	246 64 147 196
905	246 266 212 152
906	225 246 187
907	246 147 196 267
908	246 210 93 245
909	246 180 65 166
910	96 246 210 200
911	246 200 212
912	246 240 65 9
913	246 195 65 9
914	270 246 212
915	99 246 240 65
916	13 42 246 194
917	146 246
918	96 246 180
919	246 65 227 68
920	246 50 180 65
921	246 141 218
922	13 225 246 265
923	246 166 178
924	246 27 240 35
925	146 246 28 212
926	246 199 166 4
927	99 225 246 240
928	225 246 65 118
929	13 246 180 248
930	225 246 210 248
931	205 246 240 8
932	266 23 37
933	246 180 166 8
934	246 63 248 261
935	282 246 259 178 152 25
936	246 141 248
937	270 246 27 65
938	246 65 166
939	246 268 166 4
940	14 246 187
941	13 246 118
942	175 96 246 180
943	246 283 280
944	246 27 215 55
945	13 246 50
946	14 246 6 65
947	99 246 178 53
948	146 246 8
949	14 246 38 4
950	13 246 210 248
951	246 255 229
952	246 50 63 141
953	246
954	246 27
955	246 248 215
956	176 246 180 254
957	246 35 118
958	246 166
959	99 246 27 279
960	246 27 141 6
961	246 255 65 200
962	96 246 180
963	119 246 65 4
964	246 27 32 53
965	99 246 248 166
966	246 180 187 245
967	146 246 166
968	99 246 118
969	96 246 117 118
970	246 268 180 234
971	246 50 248
972	246 64 240 274
973	246 248 261 212
974	246 35 55 53
975	99 246 166 140
976	246 180 110
977	96 246 35 200
978	246 27 65 118
979	246 35 233
980	246 203 180 224
981	146 246 195 158
982	13 246 65
983	13 246 50 196
984	99 246 141 278
985	225 246 50 212
986	246 180 8
987	13 246 248 4
988	246 180 78
989	246 63 222 65
990	246 268 183
991	246
992	88 246 63 254
993	16 246 240 166
994	246 281 8
995	246 94 199 261
996	99 246 63 158
997	246 23 200 110
998	225 246 180 65
999	56 246 166 118
1000	246 78 1
1001	225 221 246 218
1002	270 246 32 184
1003	146 246 234 187
1004	246 260 141 65
1005	246 63 65 233
1006	246 63 222 166
1007	246 141 261 166
1008	246 158 28 184
1009	246 260 194 53
1010	246 210 64 65
1011	246 266 65 25
1012	246 255 141 78
1013	88 246 178
1014	246
1015	246 260 141 178
1016	205 74 4 157
1017	246 180 65 215
1018	99 246 118 5
1019	96 246 27 283 65
1020	225 246 63 65
1021	246 192 158 4
1022	13 225 246 283 86
1023	96 246 27 212
1024	225 246 210 65
1025	96 246 196
1026	265
1027	246 65 228 224
1028	270 246 63
1029	246 255 28 118
1030	99 246 260 118
1031	13 246 210 65
1032	246 180 65 166
1033	177 93
1034	246 180 158 166
1035	14 246 187
1036	246 180 254 222
1037	13 246 180 281
1038	99 246 141 240
1039	88 246 228 4
1040	246 28 166 118
1041	246 243 63
1042	101 246 166
1043	246 180 35 47
1044	246 222 240 166
1045	146 246 27 61
1046	246 27 180 187
1047	246 248 55
1048	99 137 246 93
1049	246 262 65 9
1050	246 63 35
1051	99 246 27 240
1052	246 63 65 215
1053	13 246 118
1054	246 62 68
1055	246 255 65
1056	13 246 255 248
1057	246 187 158 242
1058	13 246 118 245
1059	246 248 196 233
1060	141 38 224 25
1061	96 246 180 183
1062	225 246 283 187 68
1063	246 63 35 166
1064	225 137 246 248
1065	246 27 180 187
1066	99 146 246 233
1067	246 254 248
1068	13 246 248 140
1069	246 203 65 4 106
1070	99 88 246 255
1071	246 255 65 245
1072	13 246 240 35
1073	88 246 248
1074	246 158 261 93
1075	137 246 27 283 65
1076	246 65 184 8
1077	246 65 55
1078	225 246 187 118
1079	246 63 65 28
1080	246 255 35 281
1081	99 88 246 63
1082	88 246 65 4
1083	246 63 280 124
1084	13 246 248 4
1085	246 65 78 200
1086	88 246 228
1087	99 246 194 233
1088	96 246 50
1089	13 246 65 78
1090	13 246 65 4
1091	246 65 218
1092	246 38 118 280
1093	246 27 194
1094	225 246 262 248
1095	88 246 65 200
1096	246 27 248
1097	99 246 200
1098	246 210 65 245
1099	246 50 65 140
1100	246 65 4 233
1101	130 246 248
1102	246 32 4
1103	246 233 124
1104	246 78 4
1105	13 246 63 55
1106	246 27 63 65
1107	246 283 65 78 281
1108	225 246 55
1109	246 180 65 166
1110	96 246 180 55
1111	246 27 180 248
1112	225 246 180 261
1113	13 246 65
1114	246 65 53
1115	246 27 255 28
1116	246 27 283 65 215
1117	246 262 65 8
1118	246 68 196 233
1119	246 180 248
1120	99 225 246 65
1121	246 63 187 68
1122	225 246 248 4
1123	246 210 248 68
1124	13 246 118 224
1125	13 246 63 248 281
1126	246 141 254 212
1127	246 248 11 118 281
1128	225 246 262 248
1129	246 180 65 233
1130	146 246 65
1131	146 246 166 224
1132	246 260 178 55
1133	246 123 180 166
1134	13 246 240 65
1135	246 27 28 212
1136	13 137 246 65
1137	246 65 178
1138	246 200 93
1139	246 187 229 281
1140	13 246 63 248
1141	225 246 65
1142	246 123 63
1143	246 35 28
1144	246 169 35 4
1145	180 166
1146	141 209 162
1147	99
1148	137
