Students	1703
170	3 34 185 23
171	2 2 20 48 99
172	154 146 72 158
173	155 101 90 50
174	58 156 157 106
175	28 39 127
176	144 158 159 48
177	119 3 120
178	148 119 120
179	24 259 66
180	160 153
181	97 161 138 306
182	29 58
183	67 63
184	29 3 24
185	8 74
186	92 162
187	102 137 48 184
188	163 111
189	160 164 128 166
190	16 111
191	132 165 253 51
192	88 130 130 121 121 89
193	14 150 166
194	55 36 167 52
195	77 84 189
196	168 156 178
197	127 169 170 264
198	53 216 129
199	130 130 164 121 121 65
200	125 171 172 242 90
201	173 30 244
202	174
203	175 176 132
204	30 253 206
205	53 162 4
206	84 56 57 48
207	129 72 5
208	163 177 35 72
209	178 133 266
210	2 2 3 179 180
211	127 19
212	88 130 130 102 150
213	169 194 194 165
214	181 170 73 22
215	182
216	183 128 27 37
217	55 183 2 2 297 243 74
218	18 153 26 210 55
219	130 130 121 121 184 88
220	119 108 148 154 212
221	184
222	185 72 17 26
223	29 143 35
224	186 270 202
225	125 144 29
226	112 30 136 51
227	90
228	130 130 77 74 166
229	17 112 210 23
230	172 179
231	150 151
232	29 17 133
233	130 130 164 128 65
234	102 187 159
235	72 150 35 106
236	163 72 83 169
237	102 196 26
238	132 159 141 253
239	36 188 178
240	96
241	96 175 113 268
242	26 224 150
243	4 179 190
244	189 126 29
245	6 128 160 161
246	58 92 190
247	191 72 30 286
248	55 299 144 305
249	192 90 197 144
250	150 131 94 192
251	77 193 160
252	130 130 194 194 121 65 121
253	96 149
254	180 69 104
255	84 137 23
256	144 60 195 159
257	72 180 76 48
258	196 131 151
259	55 96 133 90
260	96 48 141 150 125
261	23 37 76 48
262	159 197
263	196 81 144 288
264	117 202 150 144 28
265	38 93 198 199
266	26 147 75
267	133
268	200 75 93 105
269	117 133 96
270	92 8 201 56
271	96 53 6 206
272	150 128 212 291
273	2 2 69 121 121
274	126 151 30 121 121
275	121 121 180 130 130
276	77 173 159 128 193
277	104 224 132 80
278	48 37 9
279	118 231 301
280	28 237 212 213
281	150 185 127 28
282	183 163 269 25 297
283	2 2 180 176
284	23 56 48
285	202 29 76 194 194
286	3 31 88 66
287	203 129
288	179 132 130 130 88
289	72 32 38
290	130 130 38 74
291	204 151 158 159
292	102 150 188 151
293	4 42 159 20
294	183 130 130 151
295	115 90 121 121
296	169 38
297	118 84
298	128 161 57 206
299	182 121 121 65 103
300	130 130 175 30 186
301	128 176 125
302	205 160 29 126
303	29
304	175 121 121 206
305	127 194 194 128 161
306	175 176 165
307	130 55 130 121 84 121
308	206 115 121 121
309	207 45
310	4 102 121 121 151
311	2 128 2
312	133 53 178 89
313	194 194 92 208 143
314	115 165 174
315	118 231 169
316	38 128 161 169
317	73 32 35
318	126 182
319	80
320	128 214 183
321	175 196
322	23 104 29
323	175
324	182
325	133
326	193
327	125 208 141
328	209 176 141
329	127 175 160
330	125 4 29 108
331	30 84 150 77
332	115 165 93
333	92 253
334	178 136 92
335	150 55 188 4
336	83 92 132 130 130
337	30 200 107 84
338	130 130 53 121 121 32
339	127 132 121 121 102
340	128 90
341	128 188 65 76
342	65 30 125 164
343	130 130 210 121 121 169
344	125 144 188 177
345	206 92 293 118
346	176 193 129
347	127 144 211 206
348	107 89 177 188
349	77 193
350	194 194 65 128 212
351	32 186
352	125 190 90 113
353	212 213 234 107 128
354	125 175
355	210 127 128
356	121 121
357	30 180 206 84
358	183 127 150 176 128
359	29 177 136
360	125 175 160
361	55 51 149
362	125 214 175
363	175 176 200 288
364	130 130 194 194 29
365	55 121 27 121 45
366	210 48 204 211
367	204 200 192 128 176
368	144 288 155 30
369	93 176 194 194 128
370	164 30 165 58
371	144 29 200 125 95
372	115 4 30 51
373	176 215 175 100
374	23 150 4
375	194 175 176 57 194
376	130 102 30 29 130
377	128 176 84 83
378	155 175 159 6 288
379	210 288 93
380	23 288 163 92
381	175 200 216
382	176 215 130 130 58
383	127 178 93 65
384	178 115 92 30
385	125 206 150 233
386	121 130 130 121 65 206
387	6 200 4
388	125 89 53 144
389	191 72 167 217 90
390	54 158 42 26
391	5 70
392	12 151 188
393	79
394	86
395	151
396	123 237 2 2
397	16 174 66
398	49 219
399	24 180 31 128
400	220
401	47 221 63
402	16 103 90 8
403	16 20 48
404	9 16 27 4
405	88 12 16 252
406	24 23 66
407	143 57 151 286
408	47 45 20
409	3 30 12
410	49 40 153 26
411	16
412	96 222 30 153
413	219 40
414	117 153 223 144
415	63 196 208 137
416	17 126
417	36 2 2 24
418	12 36 8
419	224 80 81 276
420	151
421	163 30
422	225 143 305 299
423	99
424	14 3
425	226 82 87 262
426	2 2 3 99 66
427	2 2 124 235
428	92 84 110 208
429	227 12 74
430	29 57
431	98 245 78
432	23 71 48
433	138 224
434	27 211 243 48
435	150 121 32 121 51
436	144 30 93
437	55 228 229
438	2 2 135
439	102 196 60
440	175 176 226 65
441	107 210 230 165
442	2 2 121 121 55
443	68 125 65
444	36 31 262
445	29 146 231 68 20
446	8 131
447	232 77 17 293 65
448	108 138 30
449	163 30 188 295
450	209 141 102 134
451	8 210 37
452	53 204 102 48
453	119 38 120 148
454	121 144 65 121 26
455	128 121 194 69 194 121
456	175 186 17 125
457	194 194 32
458	80
459	87
460	125 140
461	128
462	208 6 214
463	129 100
464	31
465	92
466	193
467	130 130 175 180 121 121
468	29 151 55 4
469	144 127
470	188
471	30 126 17 233
472	92 223 121 121
473	68 175 176 206
474	185 200 90 144
475	55 150 85 156
476	188 178
477	235 226 15
478	147 10
479	236 237
480	238 7 163
481	23 9 16
482	42
483	235 143 15 82
484	202 62
485	239 82
486	23 34
487	153 113 28
488	11 3 12
489	9 71 27 183
490	36 14
491	62
492	23 153
493	11 30
494	49
495	71 128 89
496	30 132 12
497	240 122 266
498	235 15 113 226
499	174 34 26 17
500	22 265
501	85 188 178
502	30 132 121 121 102
503	18
504	22 51 32 35
505	235 124 128
506	39 121 121
507	52 241 3 290
508	25 127
509	209 141 89 176
510	141 242 122
511	235 193 124
512	28 216 39 153
513	143 23 135
514	124 235 188
515	2 2 221 121 161 121
516	186
517	151 184
518	49 169 117 118
519	210 142 159
520	235 29
521	163 104 180
522	38 234 105
523	130 130 74 88 179
524	2 2
525	125 245 205
526	210 128 176 174
527	4 246 146 51
528	133 117
529	202 116
530	211 121 121 48 56
531	28 133 116 165
532	169 60 173
533	26 88 74
534	175 92 121 121 30
535	130 130 233 195 121 121
536	130 130 175 129 121 121
537	126 233 78 84
538	32 57
539	55
540	247 208
541	125 17 208
542	174 107
543	17
544	125 87
545	200 159 144 163
546	48
547	2 2 144 30 121 121
548	130 130 55 214 175
549	130 150 121 121 206 130
550	125 128 288
551	182
552	26 231 145
553	109 248 229
554	11 66 31
555	55 131 151
556	14
557	112 34 26
558	139
559	10 5 105 93
560	114 190 100 279
561	9 16 8
562	70 251
563	10 147
564	124 183 122
565	127 158 187
566	133 10
567	138 159 192 204
568	62
569	3 12 66 99
570	249 280
571	49 128
572	143 101 90 283
573	96 60 65
574	244 169 173 73
575	234 93 84 75
576	2 2 3 8
577	250 62
578	8 71
579	27
580	96
581	226 239 69 104
582	160 43
583	251 240 141
584	24 29 264 31
585	29 102 150 100
586	175
587	89 189 192 38
588	196 151 259 131
589	165 90 72 300
590	38 72
591	186
592	210 8 184 37 211
593	97 133
594	133
595	63
596	194 194 26 144 293 206
597	160 133 55 288
598	252 212 213 89
599	89 28
600	125 200 141 176
601	27 71 37 183
602	253 133 58 127
603	30 125 102 180
604	30 150 259 233
605	180 29 23 189
606	150 189
607	214 175
608	182 197 160
609	125 247
610	149
611	173 175 176 262
612	107 38 136 234
613	64 126 94 233
614	115 175 29 206
615	127 144 108
616	65 30 150 233
617	155 169
618	30 136 206 55
619	127 53 121 288 121
620	175 200 130 130 169
621	107
622	29
623	21 254 304
624	205 139 22 51
625	226 130 130 82
626	128
627	97 40
628	20 17 26 208 73
629	24 66
630	62 84
631	14 70
632	247
633	29 114 187 256 42
634	36 14 156
635	16
636	47 284 73
637	255 145 62
638	192 17
639	40 143 283 28
640	218 159 197
641	49 128 256
642	256 197 142 279 42
643	211 230 128
644	14 48 224 281
645	257
646	19 258 62
647	30 145 281 146
648	254
649	23 56
650	21 78
651	40 28
652	20 259
653	96 121 121 251 207
654	10 223 73
655	58 32 80 35
656	2 231 88 2
657	49 28 32
658	89 240 122 64
659	108 259 133 138
660	125 133
661	158 102 43 192 78
662	29 181 64
663	63 80 131 104
664	128
665	244 61 17
666	128 161
667	125 141 144 87
668	96 144 164
669	97 133
670	169 140 73 90
671	150 90 57 69
672	89 117 133 153
673	74 49 300
674	37 55
675	185
676	55 49 153
677	227 144 128 161
678	19 194 30 194
679	185 169 172 175
680	223 121 121 234 100
681	260 133
682	193 163 149
683	261
684	69 183
685	262
686	17 183 172 201 51
687	55 200 92
688	127 54 195
689	155 127 55 93
690	67 212 213 189
691	26 55 166
692	36 14 123 3
693	3 31 5
694	244 263 22 73
695	78 181 220
696	23 157 78 48
697	99 121 121 48
698	27
699	207 237
700	29 153 214 224
701	18 130 130 3 74
702	36 30 184 151
703	193 128 51 26
704	188
705	223 189 38
706	264 29 215 72
707	209 117 153
708	17 260
709	29 4 55 53
710	102 55
711	29 121 121 186 30
712	252
713	132 144 234 121 121
714	55 210 65
715	151 121 121 208
716	6 23 175 55
717	42 17 159
718	153 36 151 28
719	16 104 76
720	211 16
721	91 121 121 289
722	13 144 265 137
723	265 133 90 131
724	23 270 48
725	49
726	45 164 244
727	210
728	175 246 146 231
729	103
730	48
731	93 153 73
732	31 87 182
733	121 151 66 121
734	9 16 208
735	130 130 127 186 206
736	55 84
737	144 267 233 234
738	249
739	155 215 250
740	55 83 67 106
741	107 188 173 30
742	23 66 130 130
743	3
744	209 240 268
745	179 43 94 13
746	209 141 223
747	130 74 55 179 130
748	36 29 24 48
749	185 169 126 121 121
750	185
751	4 223
752	116 245
753	185 57 90
754	188 156
755	125
756	188 175 128
757	114 38 294 100 193
758	53 23 73 99
759	73 255
760	222 289
761	42 141 276 277
762	255
763	16 66 27
764	8 16
765	269 117 28
766	78 233 86
767	169 17 106
768	153 80
769	3 23 74 27
770	270 259
771	99
772	117 40 20 6
773	63 181 51
774	218 192
775	218 141 276 277
776	202
777	16 76
778	270 240
779	40 153
780	130 130 221 5 88
781	31 228 245 87
782	88 21 85
783	167
784	271 149
785	58 213 4
786	21 90
787	85 83 184
788	270 133
789	218
790	218 197
791	76 141 276 277
792	96 9 56
793	68 127 179
794	148 119 120
795	14 90
796	151 66
797	148 119 120
798	202 263 267
799	8 16 111
800	65
801	170 211 76
802	270 92 114 7
803	125 186 141
804	2 2 176 87 78
805	115 216 68 55
806	31
807	82 31
808	163 102 196 128
809	130 130 78 124
810	96 253 44
811	270 132
812	221 102 31 121 121
813	212 237 145
814	183 144 128 161
815	130 130 150 169 74
816	55 169 172
817	65 30 132 121 121 206
818	55 107
819	130 130 175 121 121
820	53 29 121 121 17
821	125 227 286
822	193
823	144
824	208
825	89 189
826	32
827	169
828	29 126
829	131 94 233 30
830	68 130 130 132 121 121
831	125 194 45 215 194
832	29 121 121
833	55 5 151 194 194
834	55 259 233 104
835	144 38 2 2
836	55 92 287 206
837	55 186
838	127
839	268
840	77
841	29
842	175
843	118 208
844	175
845	268
846	125
847	118
848	12 211
849	61 85 191
850	24 29 23 151
851	208 129 231 187
852	148 119 120 211
853	5 43
854	17 106
855	237 127
856	4 196 137 81
857	264 74 29
858	163 23 196 102
859	6 97 78
860	188 262 3
861	75 105
862	185 72 190 58
863	2 24 29 2
864	168 108 169 29
865	163 117 57 212
866	259
867	78 160 113
868	55 36 179 30
869	175
870	272 29 103 192
871	49 103 169
872	175 88 65 100
873	23 223 276
874	214
875	2 2 53
876	211
877	45
878	133 224
879	237
880	55 96 92
881	157 136 72
882	273 77 175 159
883	162 144 127
884	128 212 149 237
885	163 149
886	18 90 224 53
887	84 200 129
888	55 183 29 274 286
889	29
890	29
891	106 167 72 90
892	2 2 3 20
893	130 130 175 88 74
894	175 160
895	128 234
896	183
897	29
898	133
899	64 128 299
900	195
901	45 29
902	55 77 53 175
903	206 126 8
904	183 253 133 175
905	193 107 288
906	84 275 94 295
907	29
908	6
909	8 275
910	182 86 42
911	42 169 76
912	254
913	197 257
914	144
915	218
916	14 31
917	99 66 206 16
918	278 208
919	40 69 28
920	141 276 218 277 132
921	127
922	3 8 151
923	2 2 179 151 74
924	42 279 17
925	236 53 280
926	112 34 231
927	43
928	96 159 3 141
929	45 163 72 126
930	2 2 82 175 305
931	23 8 70
932	76
933	55 2 173 151 2
934	130 130 163 53 88
935	108 169 248
936	48
937	4 30 150 90
938	96 291
939	127 29 237
940	82
941	99
942	62
943	80
944	99 27
945	131 66
946	27
947	169
948	182
949	27 129
950	27 127
951	233
952	217
953	185 72
954	100 12 74
955	129 166
956	266 163
957	29 181
958	161 280
959	141 276 277 143
960	137 81 113 177
961	78 63 115 156
962	28 267 34
963	72 59 137 106
964	141 276 277 282
965	181 296 151 190
966	185 72 155
967	130 130 175
968	128 116
969	38 196 275 131
970	58 72 63 48
971	77 128
972	115 128 212 103
973	260 136 151
974	212 213 251 51
975	117 153 216 150 288
976	141 276 277
977	141 276 277 19
978	3
979	97 128 126 133
980	97 133 70
981	29
982	100
983	148 281
984	49
985	80 282
986	182 124 31
987	107 244 73
988	196 81 26 51
989	117 133 291
990	28 92
991	128 161 121 121
992	96
993	23 56 27 93 100
994	215 113 268
995	33
996	112 223
997	93
998	179 90
999	60
1000	87 141 90
1001	182 232
1002	178 147
1003	68
1004	58 29
1005	252
1006	283 101 76
1007	32 29
1008	48 208
1009	29 211
1010	130 130 233 206
1011	4 177 206
1012	55 130 130 103 175
1013	125 6 128 176
1014	107 188 173 262
1015	128 65 200 210
1016	176 127 210 103
1017	130 130 121 121 93 92
1018	128 127 96 206
1019	143 29 121 121 170
1020	174 144
1021	65
1022	125
1023	5 33
1024	130 130 62
1025	27 151
1026	262 71 108
1027	24
1028	284 73
1029	93 118 16
1030	40 104
1031	70 218 197
1032	130 130 226 150 82
1033	14
1034	260
1035	188
1036	6 97 40 28
1037	156 5
1038	85 34
1039	48 27
1040	36 20 8
1041	12
1042	71
1043	226 3 69 175
1044	104 13
1045	130 130 30 231
1046	80 295
1047	102 196 167 259
1048	2 2 127 93 128
1049	84 196 137 180
1050	99 27
1051	5
1052	27 129
1053	49
1054	13
1055	276
1056	193 160
1057	39
1058	259
1059	244
1060	193
1061	104 27
1062	226 15 65
1063	92 153 28
1064	90
1065	13 52
1066	128
1067	104
1068	23
1069	40 138 28
1070	249
1071	8
1072	259 51
1073	266 176 95
1074	142 42 182
1075	226 262 82 285
1076	61 138 218
1077	100 268 114
1078	142 290 215 52
1079	19 163 180 205
1080	168 134 208 93
1081	66 17
1082	102 196 150 84
1083	226 82 205 93
1084	280 117 195 206 153
1085	28 242 98 65
1086	66 161 2 2 24
1087	33
1088	128 179 53
1089	127 57 155 192
1090	88 130 130 183 66
1091	29 190
1092	104 90
1093	130 31 17 130 182
1094	92 195 77 193
1095	49 58
1096	85 177 65 72
1097	36 68 156 48
1098	127
1099	121 121 13 103 140
1100	36 72 258 68
1101	90
1102	153 28
1103	97 133 101
1104	226 239 27
1105	29 104 80
1106	127
1107	49
1108	159 249
1109	133
1110	3
1111	51 52
1112	286 191
1113	202 160 23 76
1114	175 144 206
1115	41 223 88
1116	130 130 128 121 121 74
1117	167 128 153 90
1118	117 150 133 153 288
1119	34 90
1120	29
1121	185 88
1122	164 182 73 128
1123	136 144
1124	194 194 102 57
1125	83 115 29 84
1126	175 193 129
1127	234
1128	18
1129	214
1130	141 276 277
1131	261
1132	234 254
1133	193
1134	61
1135	175
1136	287 113
1137	48 46
1138	132
1139	55 150 121 65 121
1140	173 165 41 30
1141	175 132 121 121 205
1142	23 125 55 48
1143	102 182 4 55
1144	90 108
1145	79
1146	177 151 206 55
1147	90 53 293 233 206
1148	76 206
1149	4 84 150
1150	55 115 30 206
1151	121 121
1152	130 130 30 121 121 17
1153	233 208 206
1154	178 125 128 280
1155	188
1156	125
1157	29
1158	214 125
1159	188
1160	29
1161	29
1162	260
1163	19 4
1164	42
1165	14 57
1166	138 240
1167	49 219 293 17
1168	14 299
1169	257 157
1170	160 133 50
1171	14 62 124
1172	67
1173	185 16 96
1174	20 29
1175	125 209 141
1176	82 128 176
1177	20 208
1178	14
1179	228 29 184
1180	109 47 63
1181	51 151 5
1182	49 212 153 249
1183	112 106 90
1184	7 254 5
1185	16 27 59 192 243
1186	138 218
1187	127 131
1188	5 22
1189	99 27 16
1190	84 131 144
1191	183 269 305
1192	219 49
1193	90 217
1194	84 131
1195	283 13 50
1196	222 40 28
1197	122
1198	65
1199	10 162 79
1200	238 141
1201	49 219
1202	42 138 20 147 208
1203	169 236 237 249
1204	226 82 3 199
1205	97 31 222
1206	143 115 34 90
1207	49 207 114
1208	102 208 233 188
1209	193 65 149
1210	187
1211	33 61 32
1212	55 126 121 121
1213	65 211 48
1214	127 32 34 26 57
1215	77 13 261
1216	212 130 130 179 30
1217	148 119 120
1218	131 76 264
1219	160 204 140 142
1220	100 224 66 121 121
1221	174 73
1222	2 24 66 2 99
1223	27 233
1224	32
1225	48
1226	127 289
1227	247 271
1228	289
1229	70
1230	241 290
1231	31
1232	17 208
1233	108 20
1234	266
1235	49
1236	73
1237	90
1238	279 151 57
1239	2 99 12 66 2
1240	125 196 132
1241	124 268 20
1242	210 116 28
1243	107 229 223
1244	151 57 150 136
1245	289 138 92
1246	148 120 119
1247	96 127 57
1248	106 72 195
1249	9 211 153
1250	163 13 26 206 180
1251	14
1252	150 51 184
1253	169 128 51 107
1254	144 150 179
1255	177 46
1256	143 216 45
1257	43
1258	55 175
1259	51 27
1260	96 133 206 175
1261	3 24 151
1262	55 18 57
1263	5 90
1264	169 103 31 130 130
1265	2 176 2 136
1266	55 29 51 129
1267	36 130 130 88 4
1268	2 67 46 66 2
1269	72 5 103 48
1270	4 55 188
1271	19 70 33 298
1272	48 211 121 121 37
1273	48 37
1274	102 78 131 129
1275	125 234 180
1276	55 130 130 144 206
1277	268 121 121 48
1278	97
1279	244 73 182
1280	261
1281	29
1282	249
1283	49 97
1284	97 133
1285	48 34
1286	3 180
1287	237
1288	70
1289	104
1290	142 70
1291	268 70
1292	66
1293	125 141
1294	159
1295	158 223 192 42
1296	72
1297	212 213 300
1298	214 90 78 250
1299	105 90 250
1300	125 96 54 113
1301	117 133 65 153
1302	268 33 121 121
1303	89 251 270 166
1304	117 49 183
1305	125 92
1306	130 130 196 131
1307	3
1308	210 23 102 174
1309	127 29 121 121 189
1310	194 194 29 65 206
1311	83 38 103 129
1312	191 121 136 121
1313	55 5 200 108
1314	92 23 46 55
1315	6 128
1316	65 121 121 189
1317	268 70
1318	88 231
1319	97 6
1320	23
1321	29
1322	18
1323	214 208
1324	23 304
1325	154
1326	107
1327	6 149 233
1328	128
1329	128 149
1330	155
1331	140 93
1332	128
1333	286 144 194 194
1334	175 4 103
1335	130 130 169 103 234
1336	206 53 128 130 130
1337	194 194 175 176
1338	48
1339	100 4 192
1340	55 175 23 206
1341	151 55 130 130 178
1342	182 102 4
1343	130 128 150 174 130
1344	55 18 115
1345	87 232 177 206
1346	61 4 60
1347	169 121 121
1348	127
1349	55 253 188 128
1350	127 53 128 160
1351	55 189
1352	144
1353	188
1354	182
1355	118 89
1356	53
1357	36
1358	268 144
1359	169
1360	18 281
1361	7 218 151
1362	259
1363	193
1364	284
1365	202 230
1366	31
1367	287
1368	219 231 62
1369	48 214
1370	254
1371	211
1372	48 73
1373	121 158 96 121
1374	10 76 53
1375	45
1376	280 28
1377	174
1378	112
1379	20
1380	20 184
1381	27 305
1382	220
1383	23 16 281
1384	48
1385	27
1386	218 51 159
1387	125
1388	80
1389	54 48
1390	237
1391	237
1392	133
1393	133
1394	237
1395	99 302 127
1396	69 182
1397	167 78
1398	129
1399	204
1400	58 49 104
1401	104 125
1402	48 61
1403	210
1404	29
1405	262
1406	21 151
1407	62
1408	125 31
1409	289 20
1410	130 130 78 113 233
1411	175
1412	169
1413	96 205
1414	76 34
1415	292
1416	226 15 235
1417	188 102
1418	46
1419	144 246 145 115
1420	151
1421	80 184
1422	180 90
1423	160 113
1424	208
1425	128
1426	113
1427	237
1428	204
1429	141 245 127
1430	65
1431	256
1432	30 90 65
1433	157 106 104 4
1434	51
1435	51 48 211
1436	125 95 206
1437	293 144 177 46 183
1438	137 292
1439	188 175
1440	293 259 102 196 265
1441	16 51
1442	10 76 272
1443	5 192
1444	254 192
1445	117 40
1446	44 251 52
1447	90 92
1448	49 219 17
1449	8
1450	102
1451	73 244
1452	80 183 113
1453	21
1454	273 89 242
1455	144 64 280 259
1456	183 218 29
1457	256
1458	93
1459	211 8 131 5
1460	76
1461	266 122 52 78
1462	21 12 30 29
1463	65 211 37
1464	264 143 76
1465	224 76
1466	134 57 73
1467	131 71 48 27
1468	60
1469	183 297 243
1470	259
1471	184
1472	10 105
1473	187 142 66 29
1474	88 151 3 107
1475	70
1476	59 130 130 224 121 121
1477	259 23 9 53
1478	107 108 228 226
1479	58 61
1480	33
1481	57
1482	150 130 130 183
1483	125
1484	90 43
1485	161 149
1486	131 48
1487	130 130 30 121 121 103
1488	211 104 48
1489	152 230
1490	177 264 195 35
1491	49
1492	92
1493	133
1494	151
1495	88 150 130 130 188
1496	6 160 128 65
1497	130 69 130
1498	130 65 88 130 167
1499	188 179 288 206
1500	184 2 2
1501	215
1502	144 60
1503	286
1504	83 179
1505	183
1506	208 6
1507	61
1508	160
1509	145 112
1510	115
1511	100 278
1512	128
1513	160 60
1514	104
1515	130 130 125 121 121 151
1516	189 175
1517	144 208 175 206
1518	182 151 150
1519	51 276
1520	144 159 90
1521	58 55 178
1522	205
1523	128 179
1524	188 175 65 76
1525	232 182 90 103
1526	150 94 29
1527	93 115 165
1528	200 207
1529	161 280 116 153
1530	125 211 94 127
1531	175 130 130 121 121 206
1532	107
1533	125 128
1534	211
1535	280 28
1536	169 103
1537	283
1538	30
1539	8 16 94
1540	93
1541	78
1542	10 259 90
1543	291
1544	214 192
1545	128
1546	96
1547	11 211 76
1548	130 130 77
1549	114
1550	77 97 138
1551	208
1552	96 175
1553	130 130 74
1554	170 55
1555	90
1556	226 13
1557	208
1558	273 133
1559	223
1560	261
1561	17 27
1562	38 167
1563	210
1564	96 20
1565	232
1566	125
1567	8
1568	200
1569	64 131 81
1570	14
1571	208 17
1572	218
1573	303 218 192
1574	78 224 158 254
1575	23 90
1576	136
1577	67 291
1578	164 65 190 192
1579	250 121 121
1580	17
1581	98
1582	127
1583	245 3 127
1584	58 59 78
1585	159 192 179 293
1586	65
1587	13 30 35 128
1588	51 166
1589	88
1590	304
1591	224
1592	116 28 90
1593	6 115 133
1594	61 167
1595	127
1596	90
1597	13
1598	224
1599	280
1600	193
1601	169
1602	175
1603	6 160 132 206
1604	280 116 153 136
1605	96
1606	84
1607	64
1608	69 90 72
1609	80
1610	260
1611	48
1612	294
1613	151
1614	128 99 51 2 2
1615	206 291
1616	112
1617	206
1618	63
1619	26
1620	183
1621	175
1622	55 60
1623	238 128
1624	10 147
1625	114
1626	2 2
1627	143
1628	209 141 127
1629	125 214
1630	268 46 113 76
1631	94 295
1632	193
1633	114
1634	58
1635	182
1636	125
1637	20
1638	6
1639	141 171
1640	50 147
1641	132
1642	224 80 104
1643	27
1644	29
1645	27
1646	127
1647	144 300
1648	183
1649	188
1650	228 100 23
1651	208
1652	6 42 23
1653	93
1654	250
1655	27
1656	128
1657	114
1658	113
1659	245 215 94
1660	19
1661	33
1662	283
1663	27
1664	132
1665	261
1666	93
1667	261
1668	230
1669	218 90 160
1670	73
1671	218
1672	223
1673	52 290 218
1674	8
1675	214
1676	28
1677	3
1678	63 53 131
1679	89
1680	236
1681	85
1682	49
1683	214 43
1684	215
1685	9
1686	307
1687	60
1688	39
1689	27
1690	249
1691	249
1692	3
1693	104
1694	90
1695	169 284 173
1696	42
1697	183
1698	126
1699	20
1700	108
1701	290
1702	33
1703	188
