Students	1127
681	85 210 119
682	7 209 126
683	7 82 126 108
684	207 28 121 148
685	132 54
686	177 104
687	83 46 210
688	8
689	34 50 206 97
690	7 8 148
691	7 8 196 6
692	40 27 45
693	8 230 173
694	15 56 177
695	7 2 6
696	34 172 56 65
697	10 43
698	34 54 228 45
699	15 206 148
700	202 220 165 159
701	144 15 17 43
702	161 233 40 149
703	40 46 118
704	34 204 17
705	8 177 26
706	8 112
707	145 7 8 138
708	34 64
709	15 54
710	172 56 49
711	114 237 158 175
712	158 177 45
713	138 13
714	209 199
715	83 220 6
716	82 83
717	201 150 51
718	53 221
719	8 138
720	117 121 206 126
721	177 230
722	7 201 177 3
723	177 150 26
724	209 205 29 227
725	34 196 20
726	145 176 220 112
727	237 177 101 230
728	131 8 132 200
729	144 209 138 102
730	225 33
731	7
732	70 162 139 148
733	209 172 221
734	109 8 40 15
735	2 121 177
736	54 177 183
737	7 8 20 149
738	7 92 56 148 173
739	23 8 56 3
740	207 30 111
741	42 107 111
742	33 30 126 48
743	7 209 40 177
744	144 205 138
745	163 17 227 102
746	34 7 177 20
747	82 15 148 20
748	84 26
749	131 43 229
750	2 167 117 200
751	8 177 150 221
752	215 158 175 56
753	233 50 138 190
754	34 23 187 148
755	92 100 138
756	39 2 200 97
757	150
758	8 245 230
759	85 29 11
760	34 7 28 138
761	58 251 51 184
762	8 53 3 26
763	117 177 101 77
764	161 233 126 177
765	37 63 213
766	175 150
767	34 220 17
768	54 20 128
769	207 228 20 17
770	233 148 138
771	6 252 138 229
772	209 148 210 138
773	40 126 177 183
774	209 111 210 253
775	40 107 115 182 48
776	156 40 97
777	233 188
778	141 64
779	7 175 150
780	8 148
781	225 252 149 221
782	248 218
783	40 31 75
784	145 96 159
785	132 148 155 239
786	161 29 138 48
787	209 56 211 138
788	40 163 126
789	7
790	209 205 77
791	40 6 138
792	161 240 40 247
793	209 63 68
794	82 154 56 231
795	8 161 224 138
796	111 210
797	2 220 53 64
798	209 102 221
799	7 2 15
800	70 209 40 148
801	68 128
802	209 63 125
803	2 20 129 190
804	34 23 8 223
805	2 81 3 138
806	2 209 81 239
807	70 209 177 149
808	233 228 45 252
809	32 223 68
810	56 62
811	209 68 64
812	92 111 227 173
813	2 209 220 148
814	54 210 10
815	126 46 210 159
816	244 209 81 210
817	111 148 104 26
818	209 5 66
819	34 73 141
820	209 68 210 75
821	32 246 52 254
822	56 128 48 44
823	7 209 63 68
824	2 40 126 210
825	15 177 230
826	220 148 46 149
827	8 199 177 3
828	40 45
829	245 205 50 183
830	34 201 177 3
831	7 2 209 81
832	132 27 220
833	2 209 81 29
834	236 233 237 103
835	40 106 20 103
836	158 132 177 159
837	209 15 56 81
838	209 148 210 125
839	8 17 128 43
840	109 110 44
841	2 209 199 81
842	126 68 20
843	2 40 210 227
844	2 17 149
845	67 158 82 220
846	197 136 177 230
847	2 209 117 227
848	139 207 148
849	161 233
850	238 15 46 210
851	238 210 255 119
852	177 46 231 102
853	220 154 119
854	119 221
855	17 138 75
856	156 176 112 148
857	2 50 54 190
858	132 183
859	2 209 148 227
860	209 111 68 64
861	156 68
862	209 165 177 230
863	209 63 64
864	7 8 3
865	173 13
866	56 210 138
867	15 154 45 66
868	162 42 209
869	145 209 205 186
870	210 6 252 149
871	209 64 210 227
872	7 209 15 81
873	148 64 210
874	15 108 6
875	7 209 177
876	56 138 48
877	175 29 190
878	209 63 68 211
879	209 111 148 221
880	34 209 15 104
881	209 165 148 211
882	209 199 56 81
883	209 40 210 149
884	209 148 230
885	209 148 221
886	209 107 210
887	209 63 56 75
888	209 208 96
889	34 209 6 190
890	209 167 56 75
891	34 209 27
892	34 145 209 165
893	2 209 148 138
894	209 27 148
895	209 68 149 250
896	209 15 205 221
897	209 56 119
898	34 209 199 68
899	209 111 148 46
900	209 199 148 221
901	209 111 210 75
902	2 209 82 63
903	209 172 28
904	209 177 46
905	209 63 172 68
906	145 209 63 99
907	145 209 165 148
908	209 148 77
909	209 199 68 75
910	8 209 27 165
911	7 209 199 66
912	209 111 64
913	34 209 111 17
914	209 63 99
915	7 209 138
916	145 209 148 96
917	34 209 148
918	209 63 112 148
919	209 177 26
920	209 208 210 96
921	209 199 205 99
922	2 209 81 138
923	34 145 209 63
924	7 209 148 138
925	209 199 56 210
926	209 40 111 148
927	209 81 46 186
928	244 209 82 63
929	209 111 210 169
930	145 209 149 190
931	209 177 210 227
932	209 81 29 230
933	42 209 177 186
934	7 161 209 26
935	145 209 15 177
936	161 209 148 149
937	209 167 177 230
938	209 223 46 10
939	209 107 111 148
940	209 102 96 159
941	2 162 209 148
942	2 209 77
943	209 17 10
944	7 8 209 17
945	209 63 64 210
946	2 209 81
947	209 111 102
948	2 209 148 221
949	209 208 148 46
950	162 209 148 210
951	2 209 20
952	244 209 33 199 81
953	145 209 148 210
954	162 209 77 247
955	2 209 199 81
956	209 148 149
957	209 17 149 75
958	34 2 209 99
959	2 209 148 210
960	244 209 177
961	209 117 148
962	240 209 149
963	209 199 64 10
964	209 27 165 148
965	42 209 68 75
966	209 68 149 221
967	209 199 68 64
968	244 209 148
969	2 209 148 138
970	34 2 209 138
971	209 204 210
972	2 209 81 149
973	209 220 68 222
974	249 209 205 111
975	209 111 64 210
976	34 209 111
977	209 15 211
978	209 111 210
979	34 209 148 138
980	40 107 126
981	2 209 220 81
982	34 70 209 165
983	209 40 63 148
984	7 209 148 173
985	145 209 205 165
986	244 209
987	2 209 81 149
988	209 63 108 190
989	209 111 221 75
990	70 209 63 221
991	209 205 77
992	209 56 148 75
993	161 209 40
994	209 149 74
995	209 111 190
996	209 63 228 148
997	209 81 138 169
998	209 172 154 111
999	209 186 221 75
1000	209 111 148
1001	209 199 81 221
1002	2 209 210 138
1003	209 199 81 102
1004	209 228 68 253
1005	209 205 56 149
1006	209 117 111 148
1007	70 209 199 210
1008	209 163 165 64
1009	209 148 211 149
1010	34 209 63 172
1011	209 92 138 75
1012	244 209 63 148
1013	209 154 148 149
1014	7 209 148 149
1015	7 209 199 148
1016	7 209 111 81 235
1017	2 209 148 149
1018	209 154 210 138
1019	2 209 148 149
1020	7 209 40 148
1021	209 92 68
1022	7 209 199 228
1023	161 209 56 149
1024	161 209 220 228
1025	209 199 148
1026	209 56 81 149
1027	170 209 196
1028	209 165 168 102
1029	209 199 121
1030	209 82 199 205
1031	209 40 177 183
1032	209 40 199 211
1033	244 209 40 238 177
1034	209 210 227 75
1035	2 209 63 148
1036	209 40 210 138
1037	2 162 209 148
1038	2 209 81 149
1039	161 209 40 138
1040	209 252 149 221
1041	144 70 209 81
1042	215
1043	209 111 148 210
1044	209 82 167 68
1045	209 149 221 229
1046	114 209 227
1047	244 209 148
1048	209 40 63 148
1049	209 199 210 75
1050	209 40 210 75
1051	2 209 230 138
1052	209 210 221
1053	209 64 230 125
1054	209 211 149
1055	2 209 40 238 43
1056	70 209 64 149
1057	209 40 148 182
1058	209 15 221 157
1059	7 209 81 173
1060	7 209 148
1061	197 244 209 81 149
1062	209 148 230 149
1063	7 209 148
1064	209 40 81 138
1065	209 81 210 138
1066	161 209 138
1067	136 209 148 45 149
1068	209 81 230
1069	209 167 66 75
1070	209 199 228 75
1071	209 40 81 138
1072	209 165 3 155
1073	34 2 209 238 148
1074	2 209 148 149
1075	2 209 177 149
1076	233 209 148 210
1077	145 209 220 149 255
1078	34 209 199 148
1079	2 209 148 138
1080	244 209 148 149
1081	7 209 199 148
1082	162 209 111 210
1083	209 238 63 177
1084	209 150 183 149
1085	2 209 165 148
1086	209 83
1087	209 82 148 138
1088	2 209 148 138
1089	209 177 210
1090	145 209 220 112
1091	244 209 40 81 227
1092	209 40 63
1093	209 138 190
1094	7 209 68
1095	2 209 238 173
1096	209 92 148 210
1097	162 209 148 77
1098	209 68 210 75
1099	209 148 210 227
1100	209 63 81 64
1101	209 40 238 148 149
1102	209 122 148 138
1103	209 56 148 227
1104	209 172 111
1105	8 209 40
1106	32 209 68 125
1107	178 209 82 138
1108	161 209 40 81
1109	209 223 210 159
1110	209 220
1111	162 209 63 148
1112	209 63 172
1113	209 199 210 6
1114	2 209 148 149
1115	209 40 81 221
1116	145 209 63 148
1117	209 40 238 148 149
1118	209 255
1119	2 209 92 149
1120	17 128 43 149
1121	145 209 112 148
1122	209 63 177 210
1123	233 209 199 148
1124	209 199 229
1125	209 204 17 149
1126	209 149 180 153
1127	77
