Students	1719
509	227 196 207
510	170 29
511	217 153 254 241
512	48 8 8 90 82 82
513	239 148 96
514	29 119
515	150 35 7 240
516	205 17 187
517	239 178 102 192
518	248 32 32 203
519	87 38
520	113 108 165 30 30
521	192 169 67 67
522	71 208 30 30 305
523	134 164 227 109
524	65 154 142
525	94 255 179 311 305
526	34 30 30 48 63 28
527	76 165 135
528	65 71 187
529	65 208 165 256
530	208 7 305 93
531	22 227 32 32
532	29 207
533	240 34 63 17
534	150 187 129
535	256
536	159 140 80 37
537	178 153 37 309
538	180 65 207 63
539	210 17 220
540	67 67 203 32 32
541	35 64
542	179 192 21 143
543	257 223 196
544	67 67 203 142 223
545	221 192 44
546	168 29 211 220
547	65 29 207 30 30
548	66 7 142
549	1 119
550	115 203
551	150
552	259 309
553	14 15 277
554	159 205 108
555	4 256
556	147 15
557	18 209 88
558	260 42 295
559	229 9 10 154
560	82 82 133 84
561	28 4
562	191 191 42 148 29
563	162 35
564	146
565	84
566	51 50
567	247 27
568	97 71 64 193 47
569	141 184 89 89
570	65 90 29
571	221 141 145 36
572	48 82 82 67 67 305
573	84 85
574	208 262 304
575	134 230 18
576	22 46 180 219
577	180 29
578	257 142 84 85
579	140 67 67 221 208
580	65 191 29 154 191
581	143 71 123
582	192 191 191 30 30 63
583	221 184 309
584	214 148 32 32
585	67 67 227 32 32 199
586	143 178 167 150
587	188
588	65 207 34
589	150 199 234
590	213 7 256 142
591	87
592	145 203
593	221
594	48 8 8 82 82
595	140 45
596	213 256
597	84 28 24
598	44
599	17 64
600	12 89
601	247 23
602	87 26 38
603	144 42 35
604	145 120 263
605	155 18 209
606	74 25 173
607	9 19 261 262 249
608	24 183 239
609	48 67 67
610	246 71
611	67 67 72 65
612	16 151 183
613	87 81 113 88
614	85
615	82 82 30 30 81
616	245 305
617	129 53 131
618	8 8 234 148 317
619	251 40 22
620	204
621	202 110
622	134 248 203 46
623	67 67 31 211 316
624	129 29 167
625	247 27 139 25
626	22 196 192 123
627	67 67 48 304 30 30
628	117 264 226
629	108
630	129 29 220 119
631	22 192 265
632	67 67 198 65 120
633	67 65 67 312 150
634	138 266 41
635	267 244 316
636	178
637	8 8 227
638	205 27 121
639	65 67 203 67 210
640	220 208 7 113
641	156 225 211 108 18
642	207 309 30 30
643	208 34 222
644	217 223
645	221 227 71 208 85
646	203 223 268 305 227
647	187 165 109 30 30
648	65 43
649	26 116 53 76
650	150 202
651	5 109
652	248 103 92
653	5 177
654	147 49 149
655	129 7 186 305
656	83 246 22
657	87 24
658	178 113
659	269 182 247
660	52 112 2
661	81
662	3 23 25
663	77 234
664	84
665	68 52 47 80
666	54 223 123 25 142
667	147 49 82 82 149
668	248 46 30 30 203
669	80 176 203
670	221 232 301
671	31 34
672	100 180 187 207
673	270
674	257 196 123
675	87
676	44 84 85
677	87 81
678	251 218
679	151 52
680	153 241 178 6
681	65 29 152 30 30
682	98 99 309
683	180 171 114 227
684	8 8 188 109 227 119
685	208 199 305 232
686	21 239 44 183
687	65 142
688	143 194 142 61 62
689	228
690	260 109 89 89
691	203 32 32 84 85 207
692	65 98 262 37
693	207 30 30
694	223 217
695	236 192 239 299
696	65 205
697	102
698	78 56 256
699	160
700	14 15 85
701	93 116 306
702	98 100 292
703	80 35
704	57 96 34 158
705	45 77
706	196 25 309
707	97 117
708	178 31 148 167
709	67 191 191 67 31 11
710	67 67 140 30 30
711	54 69 17
712	52 138 38
713	221 172
714	272
715	179 75
716	223 82 82
717	273 146
718	76 211 156 30 30
719	8 255 94 8 310
720	180 264 107 302
721	203 227 217 196
722	22 230 150 89 89
723	47 208 299 187
724	67 67 205 76
725	254
726	87
727	208 227 304 179
728	235
729	5
730	221
731	153
732	42 85
733	3 23 98 25
734	49 14 113
735	15 96
736	30 30
737	51 192 71
738	8 8 28 24
739	59 63 109
740	52 133 2 114
741	30 76 70 30 8 8
742	74 89
743	259
744	138 274 146 258 244 52
745	174 81 187
746	57 230 87 81
747	80 2 183
748	259 22 54 141
749	169 24 176 219 257
750	92 107
751	87 113 84 85
752	67 67 139 140 150
753	69 227 123
754	150
755	150
756	140 67 67 34 150
757	53 199 276 241
758	7 254 63 68
759	33 306 309 35
760	65 38 68
761	65 178 29
762	137 89 89
763	69 46
764	234
765	84
766	102
767	221
768	137
769	71 232
770	84 85 89
771	156 247 27 89
772	51 127 140
773	19 108 262 278 278
774	24 254
775	70 25
776	68 264 170
777	160
778	7
779	14 15
780	4 24
781	133 114 112
782	26 192 306
783	36 226
784	9 10 163
785	48 57 28
786	23 25
787	5 280 227
788	27 28
789	51 8 8 123
790	186 309
791	29 178 97 186
792	140 32 32 227 142
793	62 223
794	100 153 161 174
795	68 73 289 290
796	52 150 174 37
797	139
798	128
799	145
800	84 85
801	281 82 82
802	282
803	227 32 32 198 223
804	32 32 65 8 8
805	251 76 87
806	54 25 70
807	147 49 149 162
808	102
809	190 206 208 46
810	180 216 207 140
811	188 109 61 278 278 62
812	247 179 203 227
813	38
814	22 24 71
815	95 142 221
816	82 82
817	69 123
818	216 188 91
819	32 32 8 8 26 31
820	229 191 191 239 224
821	208 30 109 30 29
822	230 119 102 187
823	237 148 262 142
824	143 165 30 30
825	143 203 7 30 30
826	191 191 219 220 62 164
827	67 67 191 191 203
828	262 208 130 43
829	168 129 167
830	35
831	221 46
832	19 219 8 8
833	137 84 85
834	137 26
835	283
836	235
837	179 74 75
838	178 7 30 30
839	52 183 151 71
840	183
841	235
842	126 206 260
843	248 123 70 77
844	263 60
845	51 82 127 82
846	9 10 295
847	57 51 83
848	74 225
849	119 99 241 98
850	29 106 222 246 63
851	99 181 226
852	94 245 284
853	74 248 96 288
854	100 101 86
855	279 115
856	42 278 278 29
857	55 120 263 15
858	94
859	8 8 101 183 223
860	70 69 168 25
861	192 106 136 169
862	81 88 98
863	84 85
864	28 24 84
865	219
866	26
867	2 151 154 33
868	138 75
869	121 27
870	87 197 139 38
871	165 71 17 85
872	180 71 102
873	219 22 235 63 203
874	21 220 208
875	69 123
876	258 244
877	257 47 183
878	22
879	208 165 193 202
880	65 67 67 82 82 127
881	65 129 35 197
882	227 165 76 25
883	81 83 57 60
884	97
885	80 304 221
886	227 108 219
887	130 7 30 30 25
888	21 178 208
889	30 30 76 22
890	35
891	142
892	69 123
893	219
894	221 141 189
895	105 286
896	126
897	102
898	164
899	287 226
900	142
901	38 26 283
902	87
903	203 305 65 71 221
904	102
905	84 85
906	203
907	137
908	262
909	172
910	14 138
911	168 103
912	137 56 315
913	54 166 18 25
914	143 22
915	248 96 288
916	73 289 290 67 67 79
917	129 264
918	23 27 122 25
919	84
920	98 116
921	73 289 290
922	69 23
923	4 26 174
924	31 11 277 79
925	263
926	263 144
927	28
928	244
929	100 102 101
930	248 96 288
931	52 283 151
932	87 83 38 174
933	64 63
934	45
935	5
936	185
937	21 82 82
938	57
939	215
940	123
941	25
942	140 67 67 22 167
943	192 20 119
944	46 304 170 285
945	113 238 291 226
946	156 273 43
947	57 197 11 316
948	163 159
949	250 213 201 2
950	27 247 271
951	182 117 152
952	70 219 102 25
953	196 123
954	211 208 305 187
955	248 46 257
956	73 289 290 297
957	93 208 232 84 209
958	151
959	273 186 65 302
960	52 180 114
961	147 97
962	142 219
963	24
964	257 124
965	282 226
966	82 82
967	150
968	257 194 124
969	156
970	248 96 288 25
971	232
972	30 67 67 76 30 210
973	30 30 48 72
974	139 292 142
975	8 82 271 161 8 82
976	8 8 25 32 32 299
977	8 30 8 1 30 140
978	52 180
979	200
980	229 22 265
981	53 205 71
982	208 7 220 17 275
983	199 30 30 67 67 102
984	60 227 32 32 6
985	220 47 278 278 262
986	221 113 7
987	134 227 7 142
988	211 30 223 30
989	191 191 208 305 67 67
990	221
991	156 31 227
992	293 46 304
993	141 185
994	65 137
995	294
996	217 248
997	155
998	89 89
999	271 112
1000	73 289 290
1001	29 208 305
1002	71
1003	121
1004	22 179
1005	203
1006	192 115
1007	255 150 222
1008	64 224
1009	14 15 30 30
1010	87 24
1011	66 106 152
1012	11
1013	12 4 24
1014	192 42 36
1015	79 11
1016	80 202
1017	9 10 163
1018	95 142 89
1019	140 150 83
1020	129 172 282
1021	9 10
1022	16 63 12
1023	54 25 222
1024	155 247 27 142
1025	84 28 24
1026	33 246 208
1027	87 268
1028	35 26 170
1029	259 68 254 295
1030	44 241
1031	193
1032	87 81 24 108
1033	221 141 259
1034	31 67 67 60 156
1035	141 39 299 168
1036	140 8 211 72 8
1037	150
1038	247 121 122
1039	248 84 85
1040	42
1041	168 175 217
1042	46
1043	92 84 85
1044	46 241
1045	169 183
1046	59
1047	84 85
1048	115
1049	81
1050	175
1051	84 85
1052	129
1053	171
1054	24
1055	59
1056	140
1057	295
1058	214
1059	84
1060	212 171 249
1061	178 153 222 208
1062	57 29 241 197
1063	228 27 121 296
1064	227 198 300 138
1065	45 284 142 22
1066	148 29 170
1067	147 49 149
1068	43 223 208 109
1069	239 38 234 199
1070	143 153 98
1071	19 202 108 262
1072	52 156 276 89 93
1073	65 30 30 63
1074	200 201 188
1075	65 63 186
1076	134 37 53
1077	89 114
1078	30 30 241 60
1079	227 196 71 35
1080	221 52 142
1081	67 67 211 192 203
1082	52 16 90 44
1083	94 8 8 82 82
1084	134 159 171 17
1085	29 233 119
1086	186 192 241
1087	153 99 116
1088	111 17 37
1089	257 219 46
1090	94 69
1091	84 85
1092	141 257 175 259
1093	178
1094	5 177 30 30
1095	84 85
1096	296
1097	5 110 142 298
1098	64 92 251
1099	123 71 25 221
1100	214 141 189
1101	169 142 84 85
1102	294
1103	121
1104	123 71 221 25
1105	73 142 186
1106	87 37
1107	207 233 253 275 297
1108	182 145 126
1109	94 140 72 48
1110	22 180 38 102
1111	22 196
1112	65 203 30 30 193 312
1113	223 87 38 167
1114	137 18 209 102 71
1115	140 203 150 84 85 8 8
1116	208 46 76 261 304
1117	248 46 227 208
1118	208 46 227 123
1119	59 68 37
1120	52 76 60
1121	107 304 259 28
1122	8 8 82 82 192 60
1123	131 81 305 318
1124	140 67 52 67
1125	129 53 117 63
1126	227 137 48 22
1127	70 25 275 253
1128	217 34 25
1129	89 89
1130	134 235 305
1131	108
1132	65 164 34 35
1133	67 67 167 30 30 150
1134	207 150 142 210
1135	65 216 232
1136	208 210 109 113
1137	208 30 30 29 180
1138	71 220 178 38
1139	31 203
1140	221 217 46
1141	123
1142	257
1143	197
1144	221
1145	84 85
1146	190
1147	110
1148	176 282
1149	44
1150	257
1151	60
1152	137
1153	176
1154	150 84 85 142
1155	247 121
1156	204 234
1157	64 97
1158	145
1159	219
1160	34 83
1161	140 72 150
1162	219 71
1163	93 84 85
1164	248 203 34 305
1165	21 227 208 271
1166	221 29 30 30 167
1167	203 32 32 305
1168	22
1169	30 22 30
1170	278 278 22
1171	203 273
1172	227 208 304 199
1173	73 289 290 210
1174	22 296 30 30
1175	203 223 67 67
1176	21 220 208 223
1177	236 179 38 199
1178	48 72
1179	108 191
1180	232
1181	65
1182	76
1183	84 85
1184	203 71
1185	84 85
1186	140
1187	221
1188	35
1189	232
1190	42 98 268
1191	66 45
1192	52 38 174
1193	280 128 254 273
1194	28 24
1195	168 35 99
1196	25
1197	110
1198	254 46
1199	78 86 137
1200	21
1201	134 133 58
1202	36 20
1203	24
1204	39 140 287
1205	139 265 272
1206	86 190
1207	169 178 84 85
1208	277 79
1209	49 31 79
1210	262 302
1211	144 42 110
1212	113 25
1213	84 85 142
1214	153 99 308 309
1215	94 69
1216	66 90
1217	65 150 52 29
1218	48
1219	84 85
1220	5
1221	172 91
1222	31 11
1223	14 15 123
1224	4 88
1225	263 27
1226	174 26
1227	51 82 182 82
1228	56 246 78 192
1229	248 96
1230	107 278 278 89 89
1231	92
1232	245 1 234
1233	117 28 280 161
1234	104 138 117 219
1235	27 121
1236	57 90 127 208
1237	236 154
1238	33 90 97 197
1239	8 8 82 87 82
1240	140 82 82 35 305
1241	52 123 70
1242	131
1243	76 192 32 32 134
1244	202 188 304
1245	56 168 98 117
1246	24
1247	150
1248	84 85
1249	69 23 71
1250	92
1251	213
1252	259 251
1253	84 85
1254	4
1255	20 280 225
1256	46 219
1257	83 72
1258	148 12
1259	219
1260	72
1261	84 85
1262	12
1263	55
1264	221 191 191
1265	26 152
1266	41 42
1267	72
1268	107
1269	201 130
1270	59 101
1271	19 159
1272	83
1273	59 11
1274	140
1275	188
1276	35 197
1277	203 56 285
1278	90 142 100
1279	141 21 156 168
1280	69 70 82 281 82 25
1281	199 99 8 8 140
1282	166 62
1283	140 68 16 100
1284	87
1285	44 174
1286	155 256 201 182
1287	141 175 89 89 251
1288	224 84 85 206
1289	35 26
1290	221
1291	22
1292	138 173 192 246
1293	200 113 109 52
1294	24 87 193 89
1295	153 34 98
1296	35
1297	283 84 85
1298	207 208 172 305
1299	76 264 282
1300	241 63 156 211
1301	221 178 7 113
1302	169 227 76 201
1303	1 36 200 113
1304	87 81 34 24
1305	48 67 208 140 67
1306	137 75
1307	125 206 260 126
1308	60
1309	141 40 46
1310	87 26 37
1311	227 199 27 121
1312	59 169 142
1313	245
1314	246
1315	8 8 65
1316	257 46 82 142 82
1317	89 89
1318	159 212 171
1319	291 210
1320	69 123 63
1321	87
1322	251 214 40
1323	56 33
1324	95
1325	300
1326	227
1327	257 123
1328	82 82
1329	171 261
1330	30 30 33
1331	67 67 87 139 38
1332	66 156 235 63
1333	67 67 71 305
1334	216 202 117
1335	301 221 141
1336	227 305 123 196
1337	240 124
1338	140 150 67 67 305
1339	76 67 67 162 82 82 312
1340	140 67 127 82 67 312 82
1341	200 178 98 153
1342	221 156 305
1343	71 240 197 179
1344	239 72 67 67 34
1345	37
1346	180 203 304 217 161
1347	180 203 46 65
1348	216 156
1349	64 192
1350	203 227 196
1351	95 242
1352	67 30 140 67 30 150
1353	191 191 82 82 29
1354	65 202 152
1355	87 178 44
1356	71 207 165
1357	269 71 240 30 30
1358	169 211 66 314
1359	194 111 179
1360	208 220
1361	63 18
1362	140 224 262 30 30
1363	191 278 191 278 61 62
1364	30 30 67 67 283 80
1365	109 172
1366	67 67 22 216 239
1367	30 30 231 7 305
1368	138
1369	22 221
1370	77
1371	46 220
1372	100 153 178 193
1373	80 142
1374	31
1375	148 84 85
1376	294
1377	85 84 46 203
1378	142
1379	169
1380	301
1381	115
1382	96
1383	265
1384	221
1385	202
1386	294
1387	84 85 46
1388	171 229
1389	69 196 221
1390	292
1391	227
1392	143
1393	221 141 7
1394	65
1395	219
1396	87
1397	45 226
1398	46 304
1399	46 84 85
1400	239
1401	217 46 142
1402	7
1403	96 219
1404	227
1405	203 46
1406	215 184
1407	202 87
1408	184 248 304 46 7
1409	206 126 87
1410	229 9 212
1411	22
1412	203 32 32 233 18
1413	21 29 208 85 18
1414	21 299 304 227
1415	188 227 32 32
1416	156 211 305 30 30
1417	67 67 205 150 30 30
1418	65 211 29 119
1419	20 112 302 71
1420	228 102 117
1421	140 67 67 208 317
1422	84
1423	65
1424	203
1425	203 84 85
1426	113
1427	204
1428	168
1429	203 84 85
1430	188
1431	7
1432	65
1433	235
1434	185
1435	221 19
1436	44
1437	221 189 141
1438	92 307 196
1439	42 303 260 146
1440	148 118 241
1441	129 29
1442	14 15 84 85 89
1443	42 146 258 316
1444	4 5 97
1445	243
1446	29 170
1447	31 71 11 203
1448	115 38 150 203
1449	252 165 89 89
1450	239 138 253 275
1451	140 8 48 8 221
1452	196 227 123 257 25
1453	148 274 37 142
1454	65 180 305 89
1455	81 242 48 88
1456	241
1457	22 192 87 30 30
1458	258 87 244 38 6
1459	65 32 208 32
1460	165 30 30
1461	165 227 196
1462	21 203 305 82 82
1463	203 32 32 305
1464	50 127
1465	247
1466	67 67
1467	103 79 161
1468	304 302 88 99 89 89
1469	304 46 271 202
1470	304 25
1471	25
1472	46 82 82 8 8 223
1473	46
1474	230
1475	134 125 227
1476	293 96 288
1477	221 138 203 300 148
1478	73 289 290
1479	156
1480	227 123
1481	115
1482	138
1483	123
1484	128
1485	102
1486	84 85
1487	283 102
1488	192
1489	84 85
1490	87
1491	71 139 156 32 32
1492	146
1493	306
1494	302 272
1495	70 116
1496	87 299 35
1497	116
1498	175 259 300
1499	96 45
1500	22 76
1501	16 95 146
1502	161 140 8 8 7
1503	140 150 38 233
1504	94 138 36
1505	158 140 33 162
1506	150
1507	87 81 182
1508	207
1509	81 84
1510	90 83
1511	74
1512	64 119 102 304 29
1513	154 284 158 234
1514	173 41 249 17 205
1515	130 71 272 186
1516	306 309 305 98
1517	53 220 38 241
1518	208 34
1519	87 221 167 28
1520	82 82 38 150 30 30
1521	203 82 82 30 30
1522	183 26 56
1523	87 154 305 62
1524	45 284
1525	84 85
1526	227
1527	46
1528	48 150
1529	18 209 141 251 155
1530	64 117
1531	98 84 85 102
1532	63
1533	87 305 21 30 30
1534	65 46
1535	70 46 94
1536	165
1537	254 170 305
1538	212 262 37
1539	227 17
1540	63 67 67 37
1541	156 119 243 142
1542	123
1543	146
1544	87 84 85
1545	46 203
1546	46 142
1547	208
1548	102
1549	94 123 227
1550	148 211
1551	21 240 119 68
1552	65 67 30 30 67
1553	192 227 221
1554	179
1555	134
1556	278 278 150 305
1557	211 71 276 151
1558	208
1559	84 85
1560	192
1561	119 47 305
1562	148 41 227
1563	48 29
1564	48 15 150
1565	87 4 142
1566	229 37 223
1567	164 70 55 3
1568	242
1569	170
1570	89 110 89
1571	147 49 149
1572	273 186 117 133
1573	123 70 173
1574	166 35
1575	292
1576	203 227 196 98
1577	222
1578	223 46
1579	98 254 241
1580	109 17 148
1581	312 31 11
1582	294
1583	46
1584	84 85
1585	84 85
1586	42
1587	136
1588	102 142 271 309
1589	82 82
1590	302
1591	83
1592	138 42 100
1593	33
1594	109
1595	166 247
1596	57 166
1597	66
1598	102 30 30 305 203
1599	123
1600	193
1601	46
1602	220
1603	187
1604	145
1605	239
1606	148 271 40 18
1607	164
1608	239
1609	172
1610	221 300
1611	46
1612	100 130 199 85
1613	84 85
1614	305 211 29 30 30
1615	178 115
1616	306
1617	170
1618	89 89
1619	180
1620	83 57
1621	199 208 154
1622	142
1623	314
1624	226
1625	142
1626	84
1627	84
1628	305
1629	67 67 192 21 82 82 153
1630	186
1631	223
1632	231 316
1633	197
1634	203
1635	227
1636	90
1637	100 120 306 25
1638	36
1639	47 126
1640	35 100
1641	162
1642	64 58 246
1643	186 117
1644	142
1645	110
1646	89 89
1647	29
1648	177 304 119
1649	169 209
1650	187
1651	258 170
1652	22 115 203 210
1653	71
1654	269
1655	24
1656	26 25
1657	97 254 24
1658	123
1659	140
1660	302
1661	259 161
